layer,uniprot,n,n_actives,n_decoys,source_n,source_n_actives,source_n_decoys,target_dir,status,reason,pocket_source,n_chunks,sampling_seed,seed_base,lane
L1,P51813,250,5,245,765,15,750,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P51813,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P51813/P51813_pocket.lmdb,10,16407375938489651398,20260908,6.0
L1,P51955,250,5,245,867,17,850,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P51955,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P51955/P51955_pocket.lmdb,10,10421906554209472233,20260908,7.0
L1,P52333,250,5,245,13056,256,12800,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P52333,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P52333/P52333_pocket.lmdb,10,17055382800005595912,20260908,0.0
L1,P53350,250,5,245,1224,24,1200,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P53350,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P53350/P53350_pocket.lmdb,10,8449676658086136368,20260908,1.0
L1,P53634,250,5,245,2958,58,2900,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P53634,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P53634/P53634_pocket.lmdb,10,16624859084128702481,20260908,2.0
L1,P53779,250,5,245,1632,32,1600,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P53779,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P53779/P53779_pocket.lmdb,10,6786577005354643989,20260908,3.0
L1,P54646,250,5,245,1173,23,1150,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P54646,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P54646/P54646_pocket.lmdb,10,7936737080503047137,20260908,4.0
L1,P55055,250,5,245,663,13,650,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P55055,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P55055/P55055_pocket.lmdb,10,11047048736403949923,20260908,5.0
L1,P56524,250,5,245,1428,28,1400,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P56524,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P56524/P56524_pocket.lmdb,10,988164484916888290,20260908,6.0
L1,P56817,250,5,245,13260,260,13000,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P56817,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P56817/P56817_pocket.lmdb,10,7855247140346619601,20260908,7.0
L1,P61964,250,5,245,867,17,850,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P61964,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P61964/P61964_pocket.lmdb,10,17445186452581926845,20260908,0.0
L1,P62937,250,5,245,918,18,900,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P62937,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P62937/P62937_pocket.lmdb,10,2062396362742800696,20260908,1.0
L1,P68400,250,5,245,714,14,700,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P68400,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P68400/P68400_pocket.lmdb,10,4624901868350864481,20260908,2.0
L1,P78527,250,5,245,510,10,500,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P78527,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P78527/P78527_pocket.lmdb,10,2436010180568397494,20260908,3.0
L1,P78540,250,5,245,816,16,800,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P78540,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P78540/P78540_pocket.lmdb,10,10096595781949640540,20260908,4.0
L1,P80457,250,5,245,1632,32,1600,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P80457,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P80457/P80457_pocket.lmdb,10,16886799369436185737,20260908,5.0
L1,P81908,250,5,245,2346,46,2300,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/P81908,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/P81908/P81908_pocket.lmdb,10,8561581782578762756,20260908,
L1,Q00534,250,5,245,561,11,550,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q00534,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q00534/Q00534_pocket.lmdb,10,18382173649848682647,20260908,6.0
L1,Q00535,250,5,245,969,19,950,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q00535,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q00535/Q00535_pocket.lmdb,10,15168490362111518776,20260908,7.0
L1,Q01650,250,5,245,918,18,900,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q01650,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q01650/Q01650_pocket.lmdb,10,1642744504024493558,20260908,0.0
L1,Q01827,250,5,245,1530,30,1500,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q01827,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q01827/Q01827_pocket.lmdb,10,13082248371618216865,20260908,
L1,Q02127,250,5,245,3774,74,3700,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q02127,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q02127/Q02127_pocket.lmdb,10,18436629232396606996,20260908,1.0
L1,Q02750,250,5,245,714,14,700,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q02750,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q02750/Q02750_pocket.lmdb,10,16928804922685701608,20260908,2.0
L1,Q03181,250,5,245,765,15,750,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q03181,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q03181/Q03181_pocket.lmdb,10,4914053610643437019,20260908,3.0
L1,Q04609,250,5,245,1836,36,1800,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q04609,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q04609/Q04609_pocket.lmdb,10,2033969664345804913,20260908,4.0
L1,Q04759,250,5,245,969,19,950,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q04759,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q04759/Q04759_pocket.lmdb,10,15317167854241641047,20260908,5.0
L1,Q05397,250,5,245,4590,90,4500,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q05397,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q05397/Q05397_pocket.lmdb,10,11426010167009635248,20260908,6.0
L1,Q05586,250,5,245,2244,44,2200,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q05586,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q05586/Q05586_pocket.lmdb,10,9680494583899868201,20260908,7.0
L1,Q06124,250,5,245,1428,28,1400,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q06124,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q06124/Q06124_pocket.lmdb,10,5349940306098210748,20260908,0.0
L1,Q06187,250,5,245,18105,355,17750,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q06187,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q06187/Q06187_pocket.lmdb,10,1885287084883070422,20260908,1.0
L1,Q06418,250,5,245,1377,27,1350,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q06418,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q06418/Q06418_pocket.lmdb,10,2524336191210657839,20260908,
L1,Q07343,250,5,245,2397,47,2350,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q07343,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q07343/Q07343_pocket.lmdb,10,15399660147420712895,20260908,2.0
L1,Q07422,250,5,245,612,12,600,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q07422,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q07422/Q07422_pocket.lmdb,10,9115799793390530764,20260908,3.0
L1,Q07817,250,5,245,714,14,700,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q07817,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q07817/Q07817_pocket.lmdb,10,9508957618943647945,20260908,4.0
L1,Q07820,250,5,245,2652,52,2600,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q07820,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q07820/Q07820_pocket.lmdb,10,4651601615044726114,20260908,5.0
L1,Q07869,250,5,245,765,15,750,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q07869,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q07869/Q07869_pocket.lmdb,10,15089045345164846885,20260908,6.0
L1,Q07889,250,5,245,1071,21,1050,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q07889,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q07889/Q07889_pocket.lmdb,10,1154102015308350315,20260908,7.0
L1,Q07912,250,5,245,510,10,500,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q07912,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q07912/Q07912_pocket.lmdb,10,16385507352397001661,20260908,0.0
L1,Q08345,250,5,245,969,19,950,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q08345,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q08345/Q08345_pocket.lmdb,10,9745451357290422464,20260908,1.0
L1,Q08499,250,5,245,918,18,900,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q08499,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q08499/Q08499_pocket.lmdb,10,6701778788811780591,20260908,2.0
L1,Q08881,250,5,245,816,16,800,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q08881,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q08881/Q08881_pocket.lmdb,10,16420357511714363331,20260908,3.0
L1,Q12866,250,5,245,2295,45,2250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q12866,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q12866/Q12866_pocket.lmdb,10,15814458718408971018,20260908,4.0
L1,Q12879,250,5,245,867,17,850,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q12879,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q12879/Q12879_pocket.lmdb,10,7513762685583754875,20260908,5.0
L1,Q12884,250,5,245,2448,48,2400,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q12884,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q12884/Q12884_pocket.lmdb,10,14090381868063500256,20260908,6.0
L1,Q13043,250,5,245,2550,50,2500,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13043,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13043/Q13043_pocket.lmdb,10,16382523093319334421,20260908,7.0
L1,Q13085,250,5,245,612,12,600,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13085,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13085/Q13085_pocket.lmdb,10,12066209541244680065,20260908,0.0
L1,Q13131,250,5,245,1326,26,1300,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13131,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13131/Q13131_pocket.lmdb,10,4470380551461594043,20260908,1.0
L1,Q13133,250,5,245,816,16,800,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13133,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13133/Q13133_pocket.lmdb,10,6538091382191110899,20260908,2.0
L1,Q13164,250,5,245,816,16,800,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13164,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13164/Q13164_pocket.lmdb,10,78368074705438125,20260908,3.0
L1,Q13188,250,5,245,2550,50,2500,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13188,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13188/Q13188_pocket.lmdb,10,7067318463354337166,20260908,4.0
L1,Q13224,250,5,245,1734,34,1700,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13224,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13224/Q13224_pocket.lmdb,10,13139059625812332642,20260908,5.0
L1,Q13315,250,5,245,714,14,700,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13315,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13315/Q13315_pocket.lmdb,10,4609130633363028156,20260908,6.0
L1,Q13464,250,5,245,1122,22,1100,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13464,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13464/Q13464_pocket.lmdb,10,14786523504396259503,20260908,7.0
L1,Q13526,250,5,245,1020,20,1000,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13526,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13526/Q13526_pocket.lmdb,10,1496017574539818862,20260908,0.0
L1,Q13546,250,5,245,2754,54,2700,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13546,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13546/Q13546_pocket.lmdb,10,5930723003183023373,20260908,1.0
L1,Q13547,250,5,245,18411,361,18050,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13547,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13547/Q13547_pocket.lmdb,10,5321043307285475410,20260908,2.0
L1,Q13627,250,5,245,5661,111,5550,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13627,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13627/Q13627_pocket.lmdb,10,6348456375366495466,20260908,3.0
L1,Q13822,250,5,245,1428,28,1400,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13822,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13822/Q13822_pocket.lmdb,10,9922382730674581039,20260908,4.0
L1,Q13946,250,5,245,612,12,600,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13946,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13946/Q13946_pocket.lmdb,10,9124790775002349420,20260908,5.0
L1,Q14145,250,5,245,663,13,650,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q14145,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q14145/Q14145_pocket.lmdb,10,5975973899804986446,20260908,6.0
L1,Q14289,250,5,245,1020,20,1000,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q14289,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q14289/Q14289_pocket.lmdb,10,16811121393944608738,20260908,7.0
L1,Q15059,250,5,245,2193,43,2150,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q15059,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q15059/Q15059_pocket.lmdb,10,16782739471245983405,20260908,0.0
L1,Q15118,250,5,245,663,13,650,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q15118,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q15118/Q15118_pocket.lmdb,10,14624251820546225139,20260908,1.0
L1,Q15303,250,5,245,714,14,700,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q15303,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q15303/Q15303_pocket.lmdb,10,11990071231909695047,20260908,2.0
L1,Q15561,250,5,245,2907,57,2850,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q15561,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q15561/Q15561_pocket.lmdb,10,6069267696950363866,20260908,3.0
L1,Q15910,250,5,245,1581,31,1550,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q15910,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q15910/Q15910_pocket.lmdb,10,10344298173892339337,20260908,4.0
L1,Q16288,250,5,245,1020,20,1000,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16288,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16288/Q16288_pocket.lmdb,10,8334557688123252121,20260908,5.0
L1,Q16512,250,5,245,816,16,800,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16512,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16512/Q16512_pocket.lmdb,10,4508276768161664925,20260908,6.0
L1,Q16539,250,5,245,714,14,700,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16539,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16539/Q16539_pocket.lmdb,10,14197881312659258517,20260908,7.0
L1,Q16620,250,5,245,969,19,950,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16620,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16620/Q16620_pocket.lmdb,10,12567104786110468318,20260908,0.0
L1,Q16678,250,5,245,5457,107,5350,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16678,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16678/Q16678_pocket.lmdb,10,6872243298884385731,20260908,1.0
L1,Q16769,250,5,245,1377,27,1350,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16769,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16769/Q16769_pocket.lmdb,10,7186950355816733006,20260908,2.0
L1,Q16790,250,5,245,10455,205,10250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16790,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16790/Q16790_pocket.lmdb,10,4851085701000841860,20260908,3.0
L1,Q2KHZ8,250,5,245,1326,26,1300,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q2KHZ8,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q2KHZ8/Q2KHZ8_pocket.lmdb,10,14716947273792017918,20260908,
L1,Q2M2I8,250,5,245,1479,29,1450,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q2M2I8,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q2M2I8/Q2M2I8_pocket.lmdb,10,4809958747015681974,20260908,4.0
L1,Q5BJF2,250,5,245,1938,38,1900,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q5BJF2,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q5BJF2/Q5BJF2_pocket.lmdb,10,6737454643588720671,20260908,
L1,Q5S007,250,5,245,1479,29,1450,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q5S007,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q5S007/Q5S007_pocket.lmdb,10,7554767612429160500,20260908,5.0
L1,Q5TCY1,250,5,245,816,16,800,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q5TCY1,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q5TCY1/Q5TCY1_pocket.lmdb,10,9102911305568579780,20260908,6.0
L1,Q6GI75,250,5,245,816,16,800,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q6GI75,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q6GI75/Q6GI75_pocket.lmdb,10,1603210595158575380,20260908,7.0
L1,Q6P179,250,5,245,612,12,600,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q6P179,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q6P179/Q6P179_pocket.lmdb,10,6748000473847000634,20260908,0.0
L1,Q6ZQW0,250,5,245,4896,96,4800,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q6ZQW0,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q6ZQW0/Q6ZQW0_pocket.lmdb,10,3403177668403156457,20260908,
L1,Q72547,250,5,245,1785,35,1750,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q72547,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q72547/Q72547_pocket.lmdb,10,7719721975238771104,20260908,1.0
L1,Q7ZJM1,250,5,245,510,10,500,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q7ZJM1,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q7ZJM1/Q7ZJM1_pocket.lmdb,10,9552010107262711847,20260908,
L1,Q86V86,250,5,245,1275,25,1250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q86V86,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q86V86/Q86V86_pocket.lmdb,10,17257362044784017815,20260908,
L1,Q86W56,250,5,245,2142,42,2100,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q86W56,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q86W56/Q86W56_pocket.lmdb,10,1336860696561666890,20260908,2.0
L1,Q86WV6,250,5,245,1275,25,1250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q86WV6,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q86WV6/Q86WV6_pocket.lmdb,10,6300170640958834640,20260908,3.0
L1,Q86X55,250,5,245,2448,48,2400,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q86X55,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q86X55/Q86X55_pocket.lmdb,10,4576270587699974266,20260908,4.0
L1,Q86YT5,250,5,245,816,16,800,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q86YT5,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q86YT5/Q86YT5_pocket.lmdb,10,14781880570825115651,20260908,5.0
L1,Q8IXJ6,250,5,245,1224,24,1200,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8IXJ6,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8IXJ6/Q8IXJ6_pocket.lmdb,10,15119250788998830704,20260908,6.0
L1,Q8N1Q1,250,5,245,510,10,500,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8N1Q1,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8N1Q1/Q8N1Q1_pocket.lmdb,10,2146555447145422623,20260908,7.0
L1,Q8N884,250,5,245,714,14,700,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8N884,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8N884/Q8N884_pocket.lmdb,10,4835615627907396749,20260908,0.0
L1,Q8NEB9,250,5,245,663,13,650,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8NEB9,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8NEB9/Q8NEB9_pocket.lmdb,10,415838114078247792,20260908,1.0
L1,Q8NER1,250,5,245,510,10,500,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8NER1,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8NER1/Q8NER1_pocket.lmdb,10,13423059146847976085,20260908,2.0
L1,Q8R4B8,250,5,245,1020,20,1000,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8R4B8,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8R4B8/Q8R4B8_pocket.lmdb,10,9863071052375169163,20260908,3.0
L1,Q8TF76,250,5,245,663,13,650,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8TF76,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8TF76/Q8TF76_pocket.lmdb,10,5657570312622658878,20260908,4.0
L1,Q8WUI4,250,5,245,867,17,850,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8WUI4,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8WUI4/Q8WUI4_pocket.lmdb,10,9271544831747164005,20260908,5.0
L1,Q92769,250,5,245,6477,127,6350,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q92769,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q92769/Q92769_pocket.lmdb,10,10351535265989939870,20260908,6.0
