layer,uniprot,n,n_actives,n_decoys,source_n,source_n_actives,source_n_decoys,target_dir,status,reason,pocket_source,n_chunks,sampling_seed,seed_base,lane
L2,P0DMS8,250,5,245,2550,50,2500,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P0DMS8,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P0DMS8/P0DMS8_pocket.lmdb,10,6648166714280927718,20260908,4.0
L2,P0DTD1,250,5,245,98073,1923,96150,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P0DTD1,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P0DTD1/P0DTD1_pocket.lmdb,10,1536685140191632567,20260908,5.0
L2,P0DUB6,250,5,245,1989,39,1950,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P0DUB6,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P0DUB6/P0DUB6_pocket.lmdb,10,13785229744204803592,20260908,6.0
L2,P10275,250,5,245,7395,145,7250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P10275,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P10275/P10275_pocket.lmdb,10,11668528238010590696,20260908,7.0
L2,P10398,250,5,245,5253,103,5150,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P10398,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P10398/P10398_pocket.lmdb,10,14313384101840225000,20260908,0.0
L2,P10415,250,5,245,51357,1007,50350,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P10415,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P10415/P10415_pocket.lmdb,10,17741638539267116161,20260908,1.0
L2,P10721,250,5,245,57222,1122,56100,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P10721,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P10721/P10721_pocket.lmdb,10,5416684712028009696,20260908,2.0
L2,P11229,250,5,245,1224,24,1200,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P11229,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P11229/P11229_pocket.lmdb,10,10282477730026776853,20260908,3.0
L2,P11309,250,5,245,3366,66,3300,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P11309,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P11309/P11309_pocket.lmdb,10,17004265975395898591,20260908,4.0
L2,P11362,250,5,245,25551,501,25050,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P11362,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P11362/P11362_pocket.lmdb,10,14515281829394143457,20260908,5.0
L2,P11474,250,5,245,10149,199,9950,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P11474,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P11474/P11474_pocket.lmdb,10,17833545973718602014,20260908,6.0
L2,P11511,250,5,245,867,17,850,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P11511,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P11511/P11511_pocket.lmdb,10,13527413119175456876,20260908,7.0
L2,P11802,250,5,245,71502,1402,70100,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P11802,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P11802/P11802_pocket.lmdb,10,14578222905775338078,20260908,0.0
L2,P12931,250,5,245,3519,69,3450,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P12931,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P12931/P12931_pocket.lmdb,10,5970734100254314894,20260908,1.0
L2,P13569,250,5,245,2448,48,2400,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P13569,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P13569/P13569_pocket.lmdb,10,11345608524230007672,20260908,2.0
L2,P13866,250,5,245,561,11,550,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P13866,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P13866/P13866_pocket.lmdb,10,6965082931832173035,20260908,3.0
L2,P13995,250,5,245,561,11,550,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P13995,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P13995/P13995_pocket.lmdb,10,15432380043949297206,20260908,4.0
L2,P14207,250,5,245,1122,22,1100,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P14207,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P14207/P14207_pocket.lmdb,10,2218548389415705395,20260908,5.0
L2,P14555,250,5,245,765,15,750,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P14555,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P14555/P14555_pocket.lmdb,10,10016808017484135192,20260908,6.0
L2,P14618,250,5,245,2040,40,2000,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P14618,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P14618/P14618_pocket.lmdb,10,6037852214184820352,20260908,7.0
L2,P14756,250,5,245,3621,71,3550,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P14756,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P14756/P14756_pocket.lmdb,10,8825918136918513196,20260908,0.0
L2,P14780,250,5,245,1632,32,1600,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P14780,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P14780/P14780_pocket.lmdb,10,10552073658083376937,20260908,1.0
L2,P14867,250,5,245,6324,124,6200,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P14867,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P14867/P14867_pocket.lmdb,10,16195002193052011425,20260908,2.0
L2,P14902,250,5,245,1785,35,1750,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P14902,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P14902/P14902_pocket.lmdb,10,9124226890738147467,20260908,3.0
L2,P15056,250,5,245,39219,769,38450,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P15056,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P15056/P15056_pocket.lmdb,10,12646606530425830683,20260908,4.0
L2,P15428,250,5,245,18411,361,18050,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P15428,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P15428/P15428_pocket.lmdb,10,13661333023823088641,20260908,5.0
L2,P15559,250,5,245,4284,84,4200,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P15559,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P15559/P15559_pocket.lmdb,10,3971913238036981383,20260908,6.0
L2,P16050,250,5,245,918,18,900,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P16050,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P16050/P16050_pocket.lmdb,10,9671196887506474137,20260908,
L2,P16234,250,5,245,20196,396,19800,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P16234,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P16234/P16234_pocket.lmdb,10,5256083017744924606,20260908,7.0
L2,P16591,250,5,245,714,14,700,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P16591,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P16591/P16591_pocket.lmdb,10,17434196470877389815,20260908,
L2,P17252,250,5,245,1530,30,1500,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P17252,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P17252/P17252_pocket.lmdb,10,8104819726198013430,20260908,0.0
L2,P17516,250,5,245,969,19,950,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P17516,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P17516/P17516_pocket.lmdb,10,17004707745485575747,20260908,1.0
L2,P17612,250,5,245,765,15,750,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P17612,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P17612/P17612_pocket.lmdb,10,6234835863646406217,20260908,2.0
L2,P17706,250,5,245,4590,90,4500,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P17706,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P17706/P17706_pocket.lmdb,10,3161291600208519284,20260908,3.0
L2,P17812,250,5,245,13872,272,13600,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P17812,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P17812/P17812_pocket.lmdb,10,16553032286393254470,20260908,4.0
L2,P17931,250,5,245,45849,899,44950,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P17931,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P17931/P17931_pocket.lmdb,10,2296935252863578244,20260908,5.0
L2,P18031,250,5,245,13158,258,12900,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P18031,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P18031/P18031_pocket.lmdb,10,13031369799772897442,20260908,6.0
L2,P18054,250,5,245,1785,35,1750,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P18054,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P18054/P18054_pocket.lmdb,10,264466224878758627,20260908,7.0
L2,P18825,250,5,245,6375,125,6250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P18825,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P18825/P18825_pocket.lmdb,10,17107750381622897996,20260908,0.0
L2,P19099,250,5,245,765,15,750,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P19099,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P19099/P19099_pocket.lmdb,10,8892334716728002015,20260908,1.0
L2,P20309,250,5,245,1275,25,1250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P20309,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P20309/P20309_pocket.lmdb,10,14277209186530066382,20260908,2.0
L2,P20618,250,5,245,3723,73,3650,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P20618,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P20618/P20618_pocket.lmdb,10,10040917620243251481,20260908,3.0
L2,P20831,250,5,245,1581,31,1550,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P20831,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P20831/P20831_pocket.lmdb,10,5994822360534056325,20260908,4.0
L2,P21397,250,5,245,1836,36,1800,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P21397,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P21397/P21397_pocket.lmdb,10,16019097935711694625,20260908,5.0
L2,P21554,250,5,245,2703,53,2650,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P21554,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P21554/P21554_pocket.lmdb,10,12165650089340552897,20260908,6.0
L2,P21589,250,5,245,8721,171,8550,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P21589,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P21589/P21589_pocket.lmdb,10,2027529300384867013,20260908,7.0
L2,P21728,250,5,245,1020,20,1000,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P21728,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P21728/P21728_pocket.lmdb,10,6180397163963853354,20260908,0.0
L2,P21802,250,5,245,24684,484,24200,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P21802,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P21802/P21802_pocket.lmdb,10,2159468752593362699,20260908,1.0
L2,P22303,250,5,245,10251,201,10050,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22303,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22303/P22303_pocket.lmdb,10,6146716785556452812,20260908,2.0
L2,P22413,250,5,245,26724,524,26200,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22413,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22413/P22413_pocket.lmdb,10,8012088567462759857,20260908,3.0
L2,P22455,250,5,245,5916,116,5800,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22455,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22455/P22455_pocket.lmdb,10,330189500882071315,20260908,4.0
L2,P22518,250,5,245,561,11,550,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22518,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22518/P22518_pocket.lmdb,10,12769351989754933755,20260908,
L2,P22607,250,5,245,19584,384,19200,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22607,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22607/P22607_pocket.lmdb,10,15535239460679300602,20260908,5.0
L2,P22748,250,5,245,867,17,850,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22748,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22748/P22748_pocket.lmdb,10,6092849524623342632,20260908,6.0
L2,P22894,250,5,245,765,15,750,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22894,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22894/P22894_pocket.lmdb,10,293832569477840859,20260908,7.0
L2,P23458,250,5,245,31722,622,31100,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P23458,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P23458/P23458_pocket.lmdb,10,15046327477757923428,20260908,0.0
L2,P23467,250,5,245,3927,77,3850,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P23467,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P23467/P23467_pocket.lmdb,10,6112557606066176441,20260908,1.0
L2,P23921,250,5,245,510,10,500,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P23921,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P23921/P23921_pocket.lmdb,10,5539292918051868210,20260908,2.0
L2,P23946,250,5,245,3621,71,3550,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P23946,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P23946/P23946_pocket.lmdb,10,4313460274710245720,20260908,3.0
L2,P23975,250,5,245,918,18,900,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P23975,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P23975/P23975_pocket.lmdb,10,11145873419108804445,20260908,4.0
L2,P23977,250,5,245,1020,20,1000,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P23977,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P23977/P23977_pocket.lmdb,10,15952140706844317695,20260908,
L2,P24941,250,5,245,83079,1629,81450,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P24941,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P24941/P24941_pocket.lmdb,10,2030765929133134971,20260908,5.0
L2,P25440,250,5,245,1632,32,1600,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P25440,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P25440/P25440_pocket.lmdb,10,8457182135706640119,20260908,6.0
L2,P25774,250,5,245,1683,33,1650,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P25774,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P25774/P25774_pocket.lmdb,10,8342023350117446188,20260908,7.0
L2,P27338,250,5,245,6324,124,6200,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P27338,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P27338/P27338_pocket.lmdb,10,13392271124176794555,20260908,0.0
L2,P27487,250,5,245,5916,116,5800,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P27487,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P27487/P27487_pocket.lmdb,10,14150701859026146950,20260908,1.0
L2,P28062,250,5,245,1224,24,1200,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28062,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28062/P28062_pocket.lmdb,10,13168155702484903792,20260908,2.0
L2,P28065,250,5,245,1377,27,1350,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28065,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28065/P28065_pocket.lmdb,10,6250252103117278802,20260908,3.0
L2,P28074,250,5,245,16575,325,16250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28074,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28074/P28074_pocket.lmdb,10,13252941424988805418,20260908,4.0
L2,P28335,250,5,245,15096,296,14800,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28335,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28335/P28335_pocket.lmdb,10,18131050813457449842,20260908,5.0
L2,P28482,250,5,245,33915,665,33250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28482,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28482/P28482_pocket.lmdb,10,4237391999017615472,20260908,6.0
L2,P28647,250,5,245,561,11,550,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28647,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28647/P28647_pocket.lmdb,10,6671121238712806443,20260908,
L2,P28845,250,5,245,765,15,750,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28845,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28845/P28845_pocket.lmdb,10,547723798859546841,20260908,7.0
L2,P28907,250,5,245,8466,166,8300,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28907,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28907/P28907_pocket.lmdb,10,866130017573954196,20260908,0.0
L2,P29274,250,5,245,39627,777,38850,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P29274,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P29274/P29274_pocket.lmdb,10,2515865181154225711,20260908,1.0
L2,P29275,250,5,245,18258,358,17900,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P29275,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P29275/P29275_pocket.lmdb,10,14079535668109849909,20260908,2.0
L2,P29375,250,5,245,2397,47,2350,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P29375,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P29375/P29375_pocket.lmdb,10,16641761642946175863,20260908,3.0
L2,P29466,250,5,245,1071,21,1050,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P29466,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P29466/P29466_pocket.lmdb,10,2924243406712930583,20260908,4.0
L2,P29597,250,5,245,69972,1372,68600,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P29597,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P29597/P29597_pocket.lmdb,10,17082731812731865155,20260908,5.0
L2,P30291,250,5,245,6069,119,5950,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P30291,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P30291/P30291_pocket.lmdb,10,3675247105889692685,20260908,6.0
L2,P30530,250,5,245,47328,928,46400,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P30530,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P30530/P30530_pocket.lmdb,10,3706967541651758151,20260908,7.0
L2,P30542,250,5,245,5814,114,5700,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P30542,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P30542/P30542_pocket.lmdb,10,4626692568561543422,20260908,0.0
L2,P30559,250,5,245,561,11,550,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P30559,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P30559/P30559_pocket.lmdb,10,14766886391324707449,20260908,1.0
L2,P31153,250,5,245,27642,542,27100,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31153,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31153/P31153_pocket.lmdb,10,22671981761500091,20260908,2.0
L2,P31391,250,5,245,5100,100,5000,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31391,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31391/P31391_pocket.lmdb,10,7619859373569443063,20260908,3.0
L2,P31639,250,5,245,612,12,600,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31639,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31639/P31639_pocket.lmdb,10,15003916330961913836,20260908,4.0
L2,P31644,250,5,245,18309,359,17950,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31644,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31644/P31644_pocket.lmdb,10,1113969134307900496,20260908,5.0
L2,P31645,250,5,245,5559,109,5450,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31645,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31645/P31645_pocket.lmdb,10,15348703573411250842,20260908,6.0
L2,P31652,250,5,245,2499,49,2450,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31652,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31652/P31652_pocket.lmdb,10,2733895657387003607,20260908,
L2,P31749,250,5,245,10863,213,10650,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31749,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31749/P31749_pocket.lmdb,10,9741060314579381336,20260908,7.0
L2,P31751,250,5,245,6018,118,5900,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31751,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31751/P31751_pocket.lmdb,10,8970142574036333432,20260908,0.0
L2,P32245,250,5,245,10608,208,10400,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P32245,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P32245/P32245_pocket.lmdb,10,13004613163058407952,20260908,1.0
L2,P32297,250,5,245,612,12,600,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P32297,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P32297/P32297_pocket.lmdb,10,8624627735120166331,20260908,2.0
L2,P33533,250,5,245,1377,27,1350,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P33533,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P33533/P33533_pocket.lmdb,10,12299619991694197548,20260908,
L2,P33535,250,5,245,2142,42,2100,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P33535,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P33535/P33535_pocket.lmdb,10,14387224068555084120,20260908,
L2,P33981,250,5,245,2499,49,2450,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P33981,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P33981/P33981_pocket.lmdb,10,11341502557354450736,20260908,3.0
L2,P34903,250,5,245,3315,65,3250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P34903,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P34903/P34903_pocket.lmdb,10,9503059459739143827,20260908,
L2,P34913,250,5,245,3162,62,3100,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P34913,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P34913/P34913_pocket.lmdb,10,12264287471864021747,20260908,4.0
L2,P34914,250,5,245,10098,198,9900,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P34914,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P34914/P34914_pocket.lmdb,10,14112790819277614123,20260908,5.0
L2,P34947,250,5,245,2244,44,2200,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P34947,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P34947/P34947_pocket.lmdb,10,11673682980846292275,20260908,6.0
