layer,uniprot,n,n_actives,n_decoys,source_n,source_n_actives,source_n_decoys,sampling_seed,status,reason,smina_n_scored,smina_coverage,smina_sample_failure_last_auroc,smina_sample_failure_last_ef1,smina_sample_failure_last_top_n,smina_sample_failure_last_top_active_expected,smina_scored_only_auroc,smina_scored_only_ef1,smina_scored_only_top_n,smina_scored_only_top_active_expected,pre_min_interaction_n_scored,pre_min_interaction_coverage,pre_min_interaction_sample_failure_last_auroc,pre_min_interaction_sample_failure_last_ef1,pre_min_interaction_sample_failure_last_top_n,pre_min_interaction_sample_failure_last_top_active_expected,pre_min_interaction_scored_only_auroc,pre_min_interaction_scored_only_ef1,pre_min_interaction_scored_only_top_n,pre_min_interaction_scored_only_top_active_expected,interaction_n_scored,interaction_coverage,interaction_sample_failure_last_auroc,interaction_sample_failure_last_ef1,interaction_sample_failure_last_top_n,interaction_sample_failure_last_top_active_expected,interaction_scored_only_auroc,interaction_scored_only_ef1,interaction_scored_only_top_n,interaction_scored_only_top_active_expected,composite_n_scored,composite_coverage,composite_sample_failure_last_auroc,composite_sample_failure_last_ef1,composite_sample_failure_last_top_n,composite_sample_failure_last_top_active_expected,composite_scored_only_auroc,composite_scored_only_ef1,composite_scored_only_top_n,composite_scored_only_top_active_expected
L1,Q9H9B1,250,5,245,918,18,900,7333244756192612305,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9HBH9,250,5,245,612,12,600,9569157286490756781,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9NQS5,250,5,245,663,13,650,4158681090936546722,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9NWZ3,250,5,245,4641,91,4550,10481031468003760105,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9NXA8,250,5,245,663,13,650,13890915149884528867,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9NYV4,250,5,245,714,14,700,3354973247152217454,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9NZQ7,250,5,245,4335,85,4250,7592739960167274828,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9P1W9,250,5,245,1173,23,1150,1960877083825496996,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9P2K8,250,5,245,867,17,850,14457401877586718,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UBF8,250,5,245,2193,43,2150,10055477336337024739,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UBN7,250,5,245,21726,426,21300,7892823061805545283,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UDY8,250,5,245,663,13,650,13292003933303376428,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UGL1,250,5,245,510,10,500,8024490205963324028,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UGN5,250,5,245,2040,40,2000,11775573236333602420,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UIQ6,250,5,245,1173,23,1150,12983768193475978565,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UKE5,250,5,245,663,13,650,2942582949794389778,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UKV0,250,5,245,867,17,850,15757110256301692623,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9ULX7,250,5,245,1224,24,1200,1417860347016148148,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UM73,250,5,245,2142,42,2100,5787730402080857855,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UQB9,250,5,245,510,10,500,14986921534296788971,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UQD0,250,5,245,765,15,750,17279344212651077196,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9UQL6,250,5,245,1071,21,1050,13012721016062897829,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9WKE8,250,5,245,561,11,550,7206516466656684286,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y233,250,5,245,2142,42,2100,10392956177630705112,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y243,250,5,245,510,10,500,9852069644820627628,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y2D0,250,5,245,3111,61,3050,12416413893164659134,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y2K2,250,5,245,1938,38,1900,14819946728801329503,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y2R2,250,5,245,612,12,600,6558033975942000566,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y463,250,5,245,1224,24,1200,12102831601420967045,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y5Y9,250,5,245,2091,41,2050,14809418010295598645,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9Y5Z0,250,5,245,11577,227,11350,8903419485730858820,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,C7C422,250,5,245,3723,73,3650,1663652323069162394,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,I6YFP0,250,5,245,561,11,550,191557149590920220,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O00141,250,5,245,1734,34,1700,11766861303635048276,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O00255,250,5,245,20349,399,19950,14118681355419018136,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O00329,250,5,245,41769,819,40950,6491563748785668,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O00444,250,5,245,1836,36,1800,14271792452494565032,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O00519,250,5,245,12444,244,12200,5967469193036432414,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O00763,250,5,245,2346,46,2300,3991195880783702137,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O14684,250,5,245,6375,125,6250,17495082829030401361,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O14733,250,5,245,816,16,800,14947763715236614885,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O14744,250,5,245,41514,814,40700,2864227558227570500,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O14757,250,5,245,9690,190,9500,7820582350880919566,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O14842,250,5,245,918,18,900,2122705386842237872,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O14965,250,5,245,2601,51,2550,9089997452020418063,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O14976,250,5,245,1683,33,1650,10511890916452873315,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O15151,250,5,245,561,11,550,134221141540097019,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O15379,250,5,245,21063,413,20650,6167207608714682528,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O35678,250,5,245,510,10,500,4255361404286522848,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O43318,250,5,245,765,15,750,13422304190510479640,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O43353,250,5,245,15147,297,14850,18199711393580034695,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O43497,250,5,245,7905,155,7750,18103402742554871580,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O43570,250,5,245,12189,239,11950,12972636125358230068,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O43613,250,5,245,5049,99,4950,7108856369770987088,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O43614,250,5,245,7395,145,7250,5524034276447137950,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O43924,250,5,245,714,14,700,8503250278062558706,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O60341,250,5,245,41157,807,40350,3373924445029762335,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O60502,250,5,245,15351,301,15050,7305229426352837755,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O60674,250,5,245,38709,759,37950,17154593696882433231,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O60760,250,5,245,1581,31,1550,15348961132231028497,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O60885,250,5,245,29376,576,28800,18190227787971328489,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75116,250,5,245,15351,301,15050,96422755547795133,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75173,250,5,245,4233,83,4150,13892443145071178368,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75385,250,5,245,20808,408,20400,6785388092943085481,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75417,250,5,245,96237,1887,94350,17733911890822915644,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75460,250,5,245,14178,278,13900,10320801666659753369,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75762,250,5,245,12291,241,12050,2404628634666981372,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75874,250,5,245,3060,60,3000,17006616708931082912,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O75936,250,5,245,1173,23,1150,10484783788686986657,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O76074,250,5,245,1428,28,1400,4678447820996688660,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O76083,250,5,245,8160,160,8000,13060066161716404958,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O95271,250,5,245,2805,55,2750,15894106879857306141,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O95497,250,5,245,6018,118,5900,14131699741857989121,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O95819,250,5,245,3366,66,3300,4803491071764017029,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O96013,250,5,245,1785,35,1750,3085479108941988211,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O96017,250,5,245,3315,65,3250,4767766917126171310,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,O96028,250,5,245,3927,77,3850,11319788269225129223,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00338,250,5,245,5151,101,5050,2373138071014003477,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00519,250,5,245,14994,294,14700,14505860456542306643,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00533,250,5,245,104397,2047,102350,14044175369159995608,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00734,250,5,245,3672,72,3600,9764266855483377859,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00742,250,5,245,3366,66,3300,6930948518112455559,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00746,250,5,245,18564,364,18200,1921298899897783554,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00748,250,5,245,1581,31,1550,5679334604344466073,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00751,250,5,245,7446,146,7300,9095636110284211899,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00797,250,5,245,1887,37,1850,6915004880932391133,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00915,250,5,245,11373,223,11150,16975029423416756310,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P00918,250,5,245,17340,340,17000,13412473997379800480,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P01116,250,6,244,145641,3262,142379,9442498777528429117,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P01375,250,5,245,1071,21,1050,10084065881871120872,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P02753,250,5,245,1173,23,1150,4559315697520355506,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P03372,250,5,245,11118,218,10900,1223626397116884135,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P03468,250,5,245,2601,51,2550,6899112300994053071,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P03951,250,5,245,5151,101,5050,7886597490190344571,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P03952,250,5,245,6630,130,6500,14331260829528708501,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04049,250,5,245,33456,656,32800,12261830180443422009,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04150,250,5,245,14586,286,14300,1267012151351741040,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04293,250,5,245,18105,355,17750,14283120875372249304,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04585,250,5,245,714,14,700,8888418587192879505,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04626,250,5,245,51204,1004,50200,14278437647177883716,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04629,250,5,245,30498,598,29900,17234328478173509095,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04798,250,5,245,1734,34,1700,3619341666096113179,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P04818,250,5,245,1326,26,1300,8293847524296895953,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P05089,250,5,245,663,13,650,16807063169208879799,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P05177,250,5,245,1836,36,1800,14466285297366764031,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P05981,250,5,245,714,14,700,816408280756116620,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06239,250,5,245,36465,715,35750,1882552201313236305,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06241,250,5,245,2754,54,2700,5353461766602988946,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06276,250,5,245,7089,139,6950,439711114440945506,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06401,250,5,245,1020,20,1000,3711736755775696534,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06493,250,5,245,9486,186,9300,10836937776846104919,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06730,250,5,245,1173,23,1150,14472295240299528404,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P06935,250,5,245,4590,90,4500,10358309965934275186,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P07333,250,5,245,39423,773,38650,1913338000925777852,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P07711,250,5,245,5763,113,5650,11892912751251319403,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P07858,250,5,245,1479,29,1450,3329079410947284534,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P07900,250,5,245,1785,35,1750,13107503704271348632,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P07948,250,5,245,510,10,500,10430102582239877790,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P07949,250,5,245,13413,263,13150,6178461899220418613,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08069,250,5,245,18309,359,17950,2484275240073960069,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08172,250,5,245,2448,48,2400,4392089998879000025,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08173,250,5,245,3978,78,3900,745667708031912097,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08183,250,5,245,1326,26,1300,7804957979258862042,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08238,250,5,245,2499,49,2450,10520798952168474712,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08246,250,5,245,510,10,500,811438225980483897,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08253,250,5,245,1275,25,1250,10708001086098595738,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08254,250,5,245,816,16,800,4016666422418057856,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08581,250,5,245,42381,831,41550,3306303683029078755,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08684,250,5,245,1377,27,1350,8178031383478945214,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08908,250,5,245,10557,207,10350,17618342059158052722,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08912,250,5,245,1326,26,1300,12979518691719247953,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P08922,250,5,245,2601,51,2550,14918621823268469457,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P09237,250,5,245,1071,21,1050,16552676176748627581,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P09238,250,5,245,867,17,850,7905339474450618943,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P09382,250,5,245,25755,505,25250,7022350941761999311,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P09619,250,5,245,21879,429,21450,14569202068864095600,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P09874,250,5,245,47022,922,46100,16185581633082102050,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P09917,250,5,245,714,14,700,440297071884143757,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P09960,250,5,245,765,15,750,3099527421969151373,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P0A017,250,5,245,1020,20,1000,439804467595404341,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P0A0K8,250,5,245,1326,26,1300,7924078005581728061,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P0A725,250,5,245,1122,22,1100,16948507375591531883,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P0AES6,250,5,245,1275,25,1250,6069014448787135895,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P0DMS8,250,5,245,2550,50,2500,6648166714280927718,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P0DTD1,250,5,245,98073,1923,96150,1536685140191632567,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P0DUB6,250,5,245,1989,39,1950,13785229744204803592,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P10275,250,5,245,7395,145,7250,11668528238010590696,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P10398,250,5,245,5253,103,5150,14313384101840225000,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P10415,250,5,245,51357,1007,50350,17741638539267116161,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P10721,250,5,245,57222,1122,56100,5416684712028009696,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P11229,250,5,245,1224,24,1200,10282477730026776853,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P11309,250,5,245,3366,66,3300,17004265975395898591,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P11362,250,5,245,25551,501,25050,14515281829394143457,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P11474,250,5,245,10149,199,9950,17833545973718602014,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P11511,250,5,245,867,17,850,13527413119175456876,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P11802,250,5,245,71502,1402,70100,14578222905775338078,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P12931,250,5,245,3519,69,3450,5970734100254314894,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P13569,250,5,245,2448,48,2400,11345608524230007672,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P13866,250,5,245,561,11,550,6965082931832173035,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P13995,250,5,245,561,11,550,15432380043949297206,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P14207,250,5,245,1122,22,1100,2218548389415705395,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P14555,250,5,245,765,15,750,10016808017484135192,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P14618,250,5,245,2040,40,2000,6037852214184820352,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P14756,250,5,245,3621,71,3550,8825918136918513196,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P14780,250,5,245,1632,32,1600,10552073658083376937,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P14867,250,5,245,6324,124,6200,16195002193052011425,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P14902,250,5,245,1785,35,1750,9124226890738147467,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P15056,250,5,245,39219,769,38450,12646606530425830683,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P15428,250,5,245,18411,361,18050,13661333023823088641,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P15559,250,5,245,4284,84,4200,3971913238036981383,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P16050,250,5,245,918,18,900,9671196887506474137,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P16234,250,5,245,20196,396,19800,5256083017744924606,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P16591,250,5,245,714,14,700,17434196470877389815,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P17252,250,5,245,1530,30,1500,8104819726198013430,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P17516,250,5,245,969,19,950,17004707745485575747,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P17612,250,5,245,765,15,750,6234835863646406217,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P17706,250,5,245,4590,90,4500,3161291600208519284,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,P17812,250,5,245,13872,272,13600,16553032286393254470,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
