layer,uniprot,n,n_actives,n_decoys,source_n,source_n_actives,source_n_decoys,sampling_seed,status,reason,smina_n_scored,smina_coverage,smina_sample_failure_last_auroc,smina_sample_failure_last_ef1,smina_sample_failure_last_top_n,smina_sample_failure_last_top_active_expected,smina_scored_only_auroc,smina_scored_only_ef1,smina_scored_only_top_n,smina_scored_only_top_active_expected,pre_min_interaction_n_scored,pre_min_interaction_coverage,pre_min_interaction_sample_failure_last_auroc,pre_min_interaction_sample_failure_last_ef1,pre_min_interaction_sample_failure_last_top_n,pre_min_interaction_sample_failure_last_top_active_expected,pre_min_interaction_scored_only_auroc,pre_min_interaction_scored_only_ef1,pre_min_interaction_scored_only_top_n,pre_min_interaction_scored_only_top_active_expected,interaction_n_scored,interaction_coverage,interaction_sample_failure_last_auroc,interaction_sample_failure_last_ef1,interaction_sample_failure_last_top_n,interaction_sample_failure_last_top_active_expected,interaction_scored_only_auroc,interaction_scored_only_ef1,interaction_scored_only_top_n,interaction_scored_only_top_active_expected,composite_n_scored,composite_coverage,composite_sample_failure_last_auroc,composite_sample_failure_last_ef1,composite_sample_failure_last_top_n,composite_sample_failure_last_top_active_expected,composite_scored_only_auroc,composite_scored_only_ef1,composite_scored_only_top_n,composite_scored_only_top_active_expected
L1,P31639,250,5,245,561,11,550,8414895139551492580,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P31645,250,5,245,561,11,550,15931538074232571228,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P31749,250,5,245,6324,124,6200,6175587559428062514,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P31751,250,5,245,1785,35,1750,17280756125088216378,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P33981,250,5,245,1479,29,1450,478285558168689271,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P34913,250,5,245,6324,124,6200,13913622362133431155,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P34914,250,5,245,5049,99,4950,12362083297127706515,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P34972,250,5,245,3417,67,3350,3568644744572032226,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35218,250,5,245,3315,65,3250,17425794897302829861,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35354,250,5,245,2244,44,2200,14942907799710382538,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35367,250,5,245,510,10,500,10025477960588876406,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35372,250,5,245,1428,28,1400,15013606901204811501,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35439,250,5,245,561,11,550,6390295510058548953,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35916,250,5,245,1071,21,1050,14730079886290407061,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35968,250,5,245,6936,136,6800,2362925522412810994,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P36776,250,5,245,1020,20,1000,11227651536212694949,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P36888,250,5,245,4284,84,4200,9441707234030073622,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P36897,250,5,245,918,18,900,9855678898070957726,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P37231,250,5,245,867,17,850,11390335416098586576,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P41143,250,5,245,714,14,700,12741003202441599867,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P41145,250,5,245,9843,193,9650,14730572279361980288,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P41182,250,5,245,3213,63,3150,15023442379407652924,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P41240,250,5,245,918,18,900,5960432947974232227,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P41595,250,5,245,4641,91,4550,10725887559584461848,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P42330,250,5,245,1683,33,1650,2080623706585393200,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P42336,250,5,245,4539,89,4450,17257810045076957413,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P42338,250,5,245,2550,50,2500,16652809486310354177,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P42345,250,5,245,1683,33,1650,16212139068709532525,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P43166,250,5,245,4131,81,4050,16956117103659355549,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P43405,250,5,245,561,11,550,7011811458348430636,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P43490,250,5,245,867,17,850,12832775811409220979,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P45983,250,5,245,1734,34,1700,4316406919336692249,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P45984,250,5,245,1632,32,1600,15102237133677615557,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P47746,250,5,245,867,17,850,9747998526520044691,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P47989,250,5,245,2805,55,2750,17955456345148518572,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P48039,250,5,245,663,13,650,7628305200639661187,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P48735,250,5,245,561,11,550,712838767571946595,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P48736,250,5,245,6324,124,6200,13453321361209968352,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49137,250,5,245,510,10,500,4078858267734161761,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49286,250,5,245,918,18,900,14676366659416739082,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49327,250,5,245,33915,665,33250,14124913813286520283,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49759,250,5,245,561,11,550,9866924037843920615,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49760,250,5,245,663,13,650,18088565215451705348,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49840,250,5,245,510,10,500,6240676613371286095,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49841,250,5,245,1224,24,1200,11828441841558551474,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P50053,250,5,245,1275,25,1250,16581873895476900401,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P50406,250,5,245,3417,67,3350,991258208197125315,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P50613,250,5,245,1122,22,1100,4002205887595950933,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P50750,250,5,245,3417,67,3350,14413114383005826583,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51449,250,5,245,2040,40,2000,17922584590005727858,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51451,250,5,245,561,11,550,14101530728434138344,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51531,250,5,245,867,17,850,9655268324346136804,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51532,250,5,245,510,10,500,418346911433201886,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51617,250,5,245,765,15,750,7961247481878528455,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51812,250,5,245,816,16,800,1978431074738312392,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51813,250,5,245,765,15,750,16407375938489651398,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51955,250,5,245,867,17,850,10421906554209472233,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P52333,250,5,245,13056,256,12800,17055382800005595912,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P53350,250,5,245,1224,24,1200,8449676658086136368,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P53634,250,5,245,2958,58,2900,16624859084128702481,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P53779,250,5,245,1632,32,1600,6786577005354643989,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P54646,250,5,245,1173,23,1150,7936737080503047137,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P55055,250,5,245,663,13,650,11047048736403949923,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P56524,250,5,245,1428,28,1400,988164484916888290,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P56817,250,5,245,13260,260,13000,7855247140346619601,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P61964,250,5,245,867,17,850,17445186452581926845,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P62937,250,5,245,918,18,900,2062396362742800696,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P68400,250,5,245,714,14,700,4624901868350864481,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P78527,250,5,245,510,10,500,2436010180568397494,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P78540,250,5,245,816,16,800,10096595781949640540,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P80457,250,5,245,1632,32,1600,16886799369436185737,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P81908,250,5,245,2346,46,2300,8561581782578762756,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q00534,250,5,245,561,11,550,18382173649848682647,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q00535,250,5,245,969,19,950,15168490362111518776,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q01650,250,5,245,918,18,900,1642744504024493558,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q01827,250,5,245,1530,30,1500,13082248371618216865,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q02127,250,5,245,3774,74,3700,18436629232396606996,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q02750,250,5,245,714,14,700,16928804922685701608,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q03181,250,5,245,765,15,750,4914053610643437019,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q04609,250,5,245,1836,36,1800,2033969664345804913,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q04759,250,5,245,969,19,950,15317167854241641047,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q05397,250,5,245,4590,90,4500,11426010167009635248,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q05586,250,5,245,2244,44,2200,9680494583899868201,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q06124,250,5,245,1428,28,1400,5349940306098210748,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q06187,250,5,245,18105,355,17750,1885287084883070422,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q06418,250,5,245,1377,27,1350,2524336191210657839,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07343,250,5,245,2397,47,2350,15399660147420712895,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07422,250,5,245,612,12,600,9115799793390530764,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07817,250,5,245,714,14,700,9508957618943647945,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07820,250,5,245,2652,52,2600,4651601615044726114,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07869,250,5,245,765,15,750,15089045345164846885,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07889,250,5,245,1071,21,1050,1154102015308350315,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07912,250,5,245,510,10,500,16385507352397001661,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q08345,250,5,245,969,19,950,9745451357290422464,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q08499,250,5,245,918,18,900,6701778788811780591,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q08881,250,5,245,816,16,800,16420357511714363331,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q12866,250,5,245,2295,45,2250,15814458718408971018,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q12879,250,5,245,867,17,850,7513762685583754875,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q12884,250,5,245,2448,48,2400,14090381868063500256,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13043,250,5,245,2550,50,2500,16382523093319334421,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13085,250,5,245,612,12,600,12066209541244680065,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13131,250,5,245,1326,26,1300,4470380551461594043,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13133,250,5,245,816,16,800,6538091382191110899,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13164,250,5,245,816,16,800,78368074705438125,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13188,250,5,245,2550,50,2500,7067318463354337166,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13224,250,5,245,1734,34,1700,13139059625812332642,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13315,250,5,245,714,14,700,4609130633363028156,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13464,250,5,245,1122,22,1100,14786523504396259503,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13526,250,5,245,1020,20,1000,1496017574539818862,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13546,250,5,245,2754,54,2700,5930723003183023373,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13547,250,5,245,18411,361,18050,5321043307285475410,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13627,250,5,245,5661,111,5550,6348456375366495466,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13822,250,5,245,1428,28,1400,9922382730674581039,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13946,250,5,245,612,12,600,9124790775002349420,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q14145,250,5,245,663,13,650,5975973899804986446,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q14289,250,5,245,1020,20,1000,16811121393944608738,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q15059,250,5,245,2193,43,2150,16782739471245983405,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q15118,250,5,245,663,13,650,14624251820546225139,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q15303,250,5,245,714,14,700,11990071231909695047,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q15561,250,5,245,2907,57,2850,6069267696950363866,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q15910,250,5,245,1581,31,1550,10344298173892339337,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16288,250,5,245,1020,20,1000,8334557688123252121,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16512,250,5,245,816,16,800,4508276768161664925,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16539,250,5,245,714,14,700,14197881312659258517,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16620,250,5,245,969,19,950,12567104786110468318,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16678,250,5,245,5457,107,5350,6872243298884385731,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16769,250,5,245,1377,27,1350,7186950355816733006,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16790,250,5,245,10455,205,10250,4851085701000841860,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q2KHZ8,250,5,245,1326,26,1300,14716947273792017918,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q2M2I8,250,5,245,1479,29,1450,4809958747015681974,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q5BJF2,250,5,245,1938,38,1900,6737454643588720671,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q5S007,250,5,245,1479,29,1450,7554767612429160500,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q5TCY1,250,5,245,816,16,800,9102911305568579780,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q6GI75,250,5,245,816,16,800,1603210595158575380,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q6P179,250,5,245,612,12,600,6748000473847000634,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q6ZQW0,250,5,245,4896,96,4800,3403177668403156457,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q72547,250,5,245,1785,35,1750,7719721975238771104,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q7ZJM1,250,5,245,510,10,500,9552010107262711847,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q86V86,250,5,245,1275,25,1250,17257362044784017815,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q86W56,250,5,245,2142,42,2100,1336860696561666890,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q86WV6,250,5,245,1275,25,1250,6300170640958834640,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q86X55,250,5,245,2448,48,2400,4576270587699974266,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q86YT5,250,5,245,816,16,800,14781880570825115651,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8IXJ6,250,5,245,1224,24,1200,15119250788998830704,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8N1Q1,250,5,245,510,10,500,2146555447145422623,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8N884,250,5,245,714,14,700,4835615627907396749,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8NEB9,250,5,245,663,13,650,415838114078247792,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8NER1,250,5,245,510,10,500,13423059146847976085,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8R4B8,250,5,245,1020,20,1000,9863071052375169163,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8TF76,250,5,245,663,13,650,5657570312622658878,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8WUI4,250,5,245,867,17,850,9271544831747164005,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q92769,250,5,245,6477,127,6350,10351535265989939870,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q92793,250,5,245,612,12,600,8501872402188577611,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q92918,250,5,245,8211,161,8050,16463959449931021910,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q93009,250,5,245,816,16,800,4734199160967497026,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q969S8,250,5,245,1938,38,1900,326549473577694795,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96EB6,250,5,245,561,11,550,8676480114015103238,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96GD4,250,5,245,1224,24,1200,4600908608110003845,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96KQ7,250,5,245,1530,30,1500,8161484323439914670,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96LA8,250,5,245,612,12,600,15588329329606766997,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96MU7,250,5,245,561,11,550,4204829384209314381,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96P20,250,5,245,1224,24,1200,15658970561187111548,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96RI1,250,5,245,663,13,650,1379362191591547879,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q96S37,250,5,245,1224,24,1200,12499638696306767406,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q99640,250,5,245,2295,45,2250,9303002733905346164,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q99683,250,5,245,816,16,800,12212815141045841810,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q99685,250,5,245,561,11,550,17895312410765738639,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q99720,250,5,245,3213,63,3150,10642990073489403723,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q99873,250,5,245,1734,34,1700,8496509322581103412,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9BUB5,250,5,245,663,13,650,15378740408222132736,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9BV86,250,5,245,714,14,700,14902785054349629742,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9BWU1,250,5,245,918,18,900,9140113916366060602,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9BY41,250,5,245,5304,104,5200,3930651490788399338,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9C0B1,250,5,245,4131,81,4050,11669601654921955920,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9GZQ8,250,5,245,918,18,900,4679132660115093901,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9H2K2,250,5,245,1734,34,1700,13946939805890621654,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q9H999,250,5,245,1428,28,1400,1610612006216043755,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
