layer,uniprot,n,n_actives,n_decoys,source_n,source_n_actives,source_n_decoys,target_dir,status,reason,pocket_source,n_chunks,sampling_seed,seed_base,lane,sampled_from_n,previous_target_dir,n_cached_scores,n_cached_poses
L1,Q07422,30,5,25,612,12,600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q07422,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q07422/Q07422_pocket.lmdb,3,9425050284628226091,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q07422,0,0
L1,Q07817,30,5,25,714,14,700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q07817,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q07817/Q07817_pocket.lmdb,3,6011765293630917890,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q07817,0,0
L1,Q07820,30,5,25,2652,52,2600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q07820,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q07820/Q07820_pocket.lmdb,3,16105132299254840384,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q07820,0,0
L1,Q07869,30,5,25,765,15,750,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q07869,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q07869/Q07869_pocket.lmdb,3,8685492894481794532,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q07869,0,0
L1,Q07889,30,5,25,1071,21,1050,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q07889,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q07889/Q07889_pocket.lmdb,3,11735552989002503236,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q07889,0,0
L1,Q07912,30,5,25,510,10,500,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q07912,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q07912/Q07912_pocket.lmdb,3,14138053963077332178,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q07912,0,0
L1,Q08345,30,5,25,969,19,950,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q08345,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q08345/Q08345_pocket.lmdb,3,11649890824275633285,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q08345,0,0
L1,Q08499,30,5,25,918,18,900,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q08499,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q08499/Q08499_pocket.lmdb,3,13200309853242395600,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q08499,0,0
L1,Q08881,30,5,25,816,16,800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q08881,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q08881/Q08881_pocket.lmdb,3,15663843684946888219,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q08881,0,0
L1,Q12866,30,5,25,2295,45,2250,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q12866,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q12866/Q12866_pocket.lmdb,3,2596069207538078042,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q12866,0,0
L1,Q12879,30,5,25,867,17,850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q12879,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q12879/Q12879_pocket.lmdb,3,17603323828963071109,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q12879,0,0
L1,Q12884,30,5,25,2448,48,2400,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q12884,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q12884/Q12884_pocket.lmdb,3,4201345952034636040,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q12884,0,0
L1,Q13043,30,5,25,2550,50,2500,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13043,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13043/Q13043_pocket.lmdb,3,8023079707158964788,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13043,0,0
L1,Q13085,30,5,25,612,12,600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13085,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13085/Q13085_pocket.lmdb,3,7324879529301249344,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13085,0,0
L1,Q13131,30,5,25,1326,26,1300,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13131,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13131/Q13131_pocket.lmdb,3,8305553199732656487,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13131,0,0
L1,Q13133,30,5,25,816,16,800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13133,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13133/Q13133_pocket.lmdb,3,847403802403368458,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13133,0,0
L1,Q13164,30,5,25,816,16,800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13164,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13164/Q13164_pocket.lmdb,3,3169033032943686830,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13164,0,0
L1,Q13188,30,5,25,2550,50,2500,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13188,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13188/Q13188_pocket.lmdb,3,11274927925782221415,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13188,0,0
L1,Q13224,30,5,25,1734,34,1700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13224,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13224/Q13224_pocket.lmdb,3,13242780739844433435,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13224,0,0
L1,Q13315,30,5,25,714,14,700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13315,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13315/Q13315_pocket.lmdb,3,13830332690467104573,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13315,0,0
L1,Q13464,30,5,25,1122,22,1100,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13464,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13464/Q13464_pocket.lmdb,3,3287795995040756478,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13464,0,0
L1,Q13526,30,5,25,1020,20,1000,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13526,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13526/Q13526_pocket.lmdb,3,2341180870047852432,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13526,0,0
L1,Q13546,30,5,25,2754,54,2700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13546,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13546/Q13546_pocket.lmdb,3,10888062513262259368,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13546,0,0
L1,Q13547,30,5,25,18411,361,18050,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13547,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13547/Q13547_pocket.lmdb,3,8358063502190614063,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13547,0,0
L1,Q13627,30,5,25,5661,111,5550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13627,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13627/Q13627_pocket.lmdb,3,14337755789468629160,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13627,0,0
L1,Q13822,30,5,25,1428,28,1400,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13822,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13822/Q13822_pocket.lmdb,3,6192774371969181929,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13822,0,0
L1,Q13946,30,5,25,612,12,600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q13946,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q13946/Q13946_pocket.lmdb,3,7243675007101635948,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q13946,0,0
L1,Q14145,30,5,25,663,13,650,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q14145,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q14145/Q14145_pocket.lmdb,3,3216836966377559280,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q14145,0,0
L1,Q14289,30,5,25,1020,20,1000,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q14289,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q14289/Q14289_pocket.lmdb,3,15116001086299562935,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q14289,0,0
L1,Q15059,30,5,25,2193,43,2150,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q15059,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q15059/Q15059_pocket.lmdb,3,13064415339679078143,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q15059,0,0
L1,Q15118,30,5,25,663,13,650,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q15118,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q15118/Q15118_pocket.lmdb,3,16643848001520103114,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q15118,0,0
L1,Q15303,30,5,25,714,14,700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q15303,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q15303/Q15303_pocket.lmdb,3,5684766117480893218,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q15303,0,0
L1,Q15561,30,5,25,2907,57,2850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q15561,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q15561/Q15561_pocket.lmdb,3,2460214804304840828,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q15561,0,0
L1,Q15910,30,5,25,1581,31,1550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q15910,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q15910/Q15910_pocket.lmdb,3,15970695681935005031,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q15910,0,0
L1,Q16288,30,5,25,1020,20,1000,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q16288,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16288/Q16288_pocket.lmdb,3,13682210491943417799,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16288,0,0
L1,Q16512,30,5,25,816,16,800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q16512,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16512/Q16512_pocket.lmdb,3,11593344006988201415,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16512,0,0
L1,Q16539,30,5,25,714,14,700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q16539,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16539/Q16539_pocket.lmdb,3,10278571748762619271,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16539,0,0
L1,Q16620,30,5,25,969,19,950,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q16620,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16620/Q16620_pocket.lmdb,3,11696665567150068174,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16620,0,0
L1,Q16678,30,5,25,5457,107,5350,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q16678,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16678/Q16678_pocket.lmdb,3,14870128881633645199,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16678,0,0
L1,Q16769,30,5,25,1377,27,1350,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q16769,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16769/Q16769_pocket.lmdb,3,1798268312122639149,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16769,0,0
L1,Q16790,30,5,25,10455,205,10250,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q16790,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q16790/Q16790_pocket.lmdb,3,16059292452969609144,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q16790,0,0
L1,Q2KHZ8,30,5,25,1326,26,1300,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q2KHZ8,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q2KHZ8/Q2KHZ8_pocket.lmdb,3,10850024348231753998,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q2KHZ8,0,0
L1,Q2M2I8,30,5,25,1479,29,1450,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q2M2I8,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q2M2I8/Q2M2I8_pocket.lmdb,3,17358461693798686481,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q2M2I8,0,0
L1,Q5BJF2,30,5,25,1938,38,1900,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q5BJF2,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q5BJF2/Q5BJF2_pocket.lmdb,3,5428063141858204666,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q5BJF2,0,0
L1,Q5S007,30,5,25,1479,29,1450,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q5S007,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q5S007/Q5S007_pocket.lmdb,3,13800042532222363926,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q5S007,0,0
L1,Q5TCY1,30,5,25,816,16,800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q5TCY1,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q5TCY1/Q5TCY1_pocket.lmdb,3,4634982929916457062,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q5TCY1,0,0
L1,Q6GI75,30,5,25,816,16,800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q6GI75,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q6GI75/Q6GI75_pocket.lmdb,3,9839041580612542929,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q6GI75,0,0
L1,Q6P179,30,5,25,612,12,600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q6P179,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q6P179/Q6P179_pocket.lmdb,3,10932143900799695462,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q6P179,0,0
L1,Q6ZQW0,30,5,25,4896,96,4800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q6ZQW0,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q6ZQW0/Q6ZQW0_pocket.lmdb,3,17575852790870346949,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q6ZQW0,0,0
L1,Q72547,30,5,25,1785,35,1750,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q72547,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q72547/Q72547_pocket.lmdb,3,5577243525462810189,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q72547,0,0
L1,Q7ZJM1,30,5,25,510,10,500,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q7ZJM1,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q7ZJM1/Q7ZJM1_pocket.lmdb,3,4867070213791761884,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q7ZJM1,0,0
L1,Q86V86,30,5,25,1275,25,1250,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q86V86,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q86V86/Q86V86_pocket.lmdb,3,259000383797655416,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q86V86,0,0
L1,Q86W56,30,5,25,2142,42,2100,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q86W56,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q86W56/Q86W56_pocket.lmdb,3,10450381148239869139,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q86W56,0,0
L1,Q86WV6,30,5,25,1275,25,1250,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q86WV6,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q86WV6/Q86WV6_pocket.lmdb,3,697460681579446270,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q86WV6,0,0
L1,Q86X55,30,5,25,2448,48,2400,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q86X55,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q86X55/Q86X55_pocket.lmdb,3,7022026917314255577,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q86X55,0,0
L1,Q86YT5,30,5,25,816,16,800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q86YT5,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q86YT5/Q86YT5_pocket.lmdb,3,3788778295426731725,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q86YT5,0,0
L1,Q8IXJ6,30,5,25,1224,24,1200,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q8IXJ6,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8IXJ6/Q8IXJ6_pocket.lmdb,3,10368934984688669589,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8IXJ6,0,0
L1,Q8N1Q1,30,5,25,510,10,500,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q8N1Q1,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8N1Q1/Q8N1Q1_pocket.lmdb,3,1978796436713207843,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8N1Q1,0,0
L1,Q8N884,30,5,25,714,14,700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q8N884,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8N884/Q8N884_pocket.lmdb,3,8250252032152762073,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8N884,0,0
L1,Q8NEB9,30,5,25,663,13,650,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q8NEB9,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8NEB9/Q8NEB9_pocket.lmdb,3,15993162915128966415,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8NEB9,0,0
L1,Q8NER1,30,5,25,510,10,500,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q8NER1,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8NER1/Q8NER1_pocket.lmdb,3,3322555214095093940,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8NER1,0,0
L1,Q8R4B8,30,5,25,1020,20,1000,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q8R4B8,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8R4B8/Q8R4B8_pocket.lmdb,3,10993594792556560770,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8R4B8,0,0
L1,Q8TF76,30,5,25,663,13,650,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q8TF76,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8TF76/Q8TF76_pocket.lmdb,3,7764417680471051741,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8TF76,0,0
L1,Q8WUI4,30,5,25,867,17,850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q8WUI4,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q8WUI4/Q8WUI4_pocket.lmdb,3,16871033680309729287,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q8WUI4,0,0
L1,Q92769,30,5,25,6477,127,6350,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q92769,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q92769/Q92769_pocket.lmdb,3,15840092011835208852,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q92769,0,0
L1,Q92793,30,5,25,612,12,600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q92793,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q92793/Q92793_pocket.lmdb,3,13802899949484950735,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q92793,0,0
L1,Q92918,30,5,25,8211,161,8050,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q92918,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q92918/Q92918_pocket.lmdb,3,7655219044387752949,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q92918,0,0
L1,Q93009,30,5,25,816,16,800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q93009,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q93009/Q93009_pocket.lmdb,3,4982899621636176487,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q93009,0,0
L1,Q969S8,30,5,25,1938,38,1900,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q969S8,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q969S8/Q969S8_pocket.lmdb,3,10240453807202930716,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q969S8,0,0
L1,Q96EB6,30,5,25,561,11,550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q96EB6,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q96EB6/Q96EB6_pocket.lmdb,3,16457790516784248990,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q96EB6,0,0
L1,Q96GD4,30,5,25,1224,24,1200,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q96GD4,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q96GD4/Q96GD4_pocket.lmdb,3,3385603945263049981,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q96GD4,0,0
L1,Q96KQ7,30,5,25,1530,30,1500,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q96KQ7,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q96KQ7/Q96KQ7_pocket.lmdb,3,6822392198312134561,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q96KQ7,0,0
L1,Q96LA8,30,5,25,612,12,600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L1/Q96LA8,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L1/Q96LA8/Q96LA8_pocket.lmdb,3,17198546515273859925,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L1/Q96LA8,0,0
