layer,uniprot,n,n_actives,n_decoys,source_n,source_n_actives,source_n_decoys,target_dir,status,reason,pocket_source,n_chunks,sampling_seed,seed_base,lane,sampled_from_n,previous_target_dir,n_cached_scores,n_cached_poses
L2,P17516,30,5,25,969,19,950,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P17516,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P17516/P17516_pocket.lmdb,3,2944602068438276622,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P17516,0,0
L2,P17612,30,5,25,765,15,750,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P17612,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P17612/P17612_pocket.lmdb,3,2528126872221498950,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P17612,0,0
L2,P17706,30,5,25,4590,90,4500,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P17706,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P17706/P17706_pocket.lmdb,3,6297720996353929240,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P17706,0,0
L2,P17812,30,5,25,13872,272,13600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P17812,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P17812/P17812_pocket.lmdb,3,17228509489833685549,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P17812,0,0
L2,P17931,30,5,25,45849,899,44950,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P17931,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P17931/P17931_pocket.lmdb,3,16974852057076829489,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P17931,0,0
L2,P18031,30,5,25,13158,258,12900,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P18031,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P18031/P18031_pocket.lmdb,3,2965700919142805068,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P18031,0,0
L2,P18054,30,5,25,1785,35,1750,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P18054,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P18054/P18054_pocket.lmdb,3,2893024309667521436,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P18054,0,0
L2,P18825,30,5,25,6375,125,6250,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P18825,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P18825/P18825_pocket.lmdb,3,12437387187305049664,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P18825,0,0
L2,P19099,30,5,25,765,15,750,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P19099,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P19099/P19099_pocket.lmdb,3,13964658128767646501,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P19099,0,0
L2,P20309,30,5,25,1275,25,1250,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P20309,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P20309/P20309_pocket.lmdb,3,3960563647013078818,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P20309,0,0
L2,P20618,30,5,25,3723,73,3650,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P20618,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P20618/P20618_pocket.lmdb,3,12051531127687024805,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P20618,0,0
L2,P20831,30,5,25,1581,31,1550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P20831,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P20831/P20831_pocket.lmdb,3,10520142060982356742,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P20831,0,0
L2,P21397,30,5,25,1836,36,1800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P21397,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P21397/P21397_pocket.lmdb,3,10918254203946387727,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P21397,0,0
L2,P21554,30,5,25,2703,53,2650,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P21554,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P21554/P21554_pocket.lmdb,3,10293952054899289144,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P21554,0,0
L2,P21589,30,5,25,8721,171,8550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P21589,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P21589/P21589_pocket.lmdb,3,8068867576289105914,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P21589,0,0
L2,P21728,30,5,25,1020,20,1000,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P21728,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P21728/P21728_pocket.lmdb,3,12557520432838108525,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P21728,0,0
L2,P21802,30,5,25,24684,484,24200,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P21802,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P21802/P21802_pocket.lmdb,3,16861500205904351978,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P21802,0,0
L2,P22303,30,5,25,10251,201,10050,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P22303,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22303/P22303_pocket.lmdb,3,2469356018238271059,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22303,0,0
L2,P22413,30,5,25,26724,524,26200,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P22413,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22413/P22413_pocket.lmdb,3,13256352089458000209,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22413,0,0
L2,P22455,30,5,25,5916,116,5800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P22455,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22455/P22455_pocket.lmdb,3,16765082174490754957,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22455,0,0
L2,P22518,30,5,25,561,11,550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P22518,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22518/P22518_pocket.lmdb,3,13487835966591046231,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22518,0,0
L2,P22607,30,5,25,19584,384,19200,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P22607,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22607/P22607_pocket.lmdb,3,2384278655016915442,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22607,0,0
L2,P22748,30,5,25,867,17,850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P22748,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22748/P22748_pocket.lmdb,3,11303602323737830145,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22748,0,0
L2,P22894,30,5,25,765,15,750,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P22894,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P22894/P22894_pocket.lmdb,3,7989102489613223948,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P22894,0,0
L2,P23458,30,5,25,31722,622,31100,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P23458,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P23458/P23458_pocket.lmdb,3,11303622366803370365,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P23458,0,0
L2,P23467,30,5,25,3927,77,3850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P23467,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P23467/P23467_pocket.lmdb,3,5968789171116182098,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P23467,0,0
L2,P23921,30,5,25,510,10,500,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P23921,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P23921/P23921_pocket.lmdb,3,7062555387181709216,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P23921,0,0
L2,P23946,30,5,25,3621,71,3550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P23946,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P23946/P23946_pocket.lmdb,3,13918447555510401319,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P23946,0,0
L2,P23975,30,5,25,918,18,900,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P23975,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P23975/P23975_pocket.lmdb,3,5146738810731950437,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P23975,0,0
L2,P23977,30,5,25,1020,20,1000,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P23977,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P23977/P23977_pocket.lmdb,3,16172127953227917071,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P23977,0,0
L2,P24941,30,5,25,83079,1629,81450,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P24941,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P24941/P24941_pocket.lmdb,3,13319166474204870378,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P24941,0,0
L2,P25440,30,5,25,1632,32,1600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P25440,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P25440/P25440_pocket.lmdb,3,7283391512462706073,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P25440,0,0
L2,P25774,30,5,25,1683,33,1650,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P25774,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P25774/P25774_pocket.lmdb,3,13738010778720284202,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P25774,0,0
L2,P27338,30,5,25,6324,124,6200,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P27338,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P27338/P27338_pocket.lmdb,3,5034257569090876646,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P27338,0,0
L2,P27487,30,5,25,5916,116,5800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P27487,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P27487/P27487_pocket.lmdb,3,17753562590104452824,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P27487,0,0
L2,P28062,30,5,25,1224,24,1200,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P28062,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28062/P28062_pocket.lmdb,3,10799688331299005828,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28062,0,0
L2,P28065,30,5,25,1377,27,1350,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P28065,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28065/P28065_pocket.lmdb,3,5520995550625185393,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28065,0,0
L2,P28074,30,5,25,16575,325,16250,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P28074,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28074/P28074_pocket.lmdb,3,11171166448700164093,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28074,0,0
L2,P28335,30,5,25,15096,296,14800,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P28335,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28335/P28335_pocket.lmdb,3,18295167569804671597,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28335,0,0
L2,P28482,30,5,25,33915,665,33250,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P28482,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28482/P28482_pocket.lmdb,3,5199592642892702172,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28482,0,0
L2,P28647,30,5,25,561,11,550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P28647,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28647/P28647_pocket.lmdb,3,13785831582083503912,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28647,0,0
L2,P28845,30,5,25,765,15,750,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P28845,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28845/P28845_pocket.lmdb,3,5440256154224337487,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28845,0,0
L2,P28907,30,5,25,8466,166,8300,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P28907,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P28907/P28907_pocket.lmdb,3,7994964550332897763,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P28907,0,0
L2,P29274,30,5,25,39627,777,38850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P29274,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P29274/P29274_pocket.lmdb,3,4276253749968834268,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P29274,0,0
L2,P29275,30,5,25,18258,358,17900,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P29275,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P29275/P29275_pocket.lmdb,3,11446680393244057546,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P29275,0,0
L2,P29375,30,5,25,2397,47,2350,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P29375,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P29375/P29375_pocket.lmdb,3,6506443459148193431,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P29375,0,0
L2,P29466,30,5,25,1071,21,1050,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P29466,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P29466/P29466_pocket.lmdb,3,8442109515521409715,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P29466,0,0
L2,P29597,30,5,25,69972,1372,68600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P29597,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P29597/P29597_pocket.lmdb,3,3523686591156509451,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P29597,0,0
L2,P30291,30,5,25,6069,119,5950,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P30291,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P30291/P30291_pocket.lmdb,3,9455761832388113129,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P30291,0,0
L2,P30530,30,5,25,47328,928,46400,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P30530,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P30530/P30530_pocket.lmdb,3,14796619454160665766,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P30530,0,0
L2,P30542,30,5,25,5814,114,5700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P30542,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P30542/P30542_pocket.lmdb,3,10284469544022386360,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P30542,0,0
L2,P30559,30,5,25,561,11,550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P30559,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P30559/P30559_pocket.lmdb,3,13641190860969931877,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P30559,0,0
L2,P31153,30,5,25,27642,542,27100,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P31153,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31153/P31153_pocket.lmdb,3,17973554179271430373,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31153,0,0
L2,P31391,30,5,25,5100,100,5000,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P31391,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31391/P31391_pocket.lmdb,3,15009418044277838607,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31391,0,0
L2,P31639,30,5,25,612,12,600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P31639,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31639/P31639_pocket.lmdb,3,17787740616233988897,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31639,0,0
L2,P31644,30,5,25,18309,359,17950,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P31644,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31644/P31644_pocket.lmdb,3,2179785371877893241,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31644,0,0
L2,P31645,30,5,25,5559,109,5450,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P31645,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31645/P31645_pocket.lmdb,3,9527926364323256488,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31645,0,0
L2,P31652,30,5,25,2499,49,2450,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P31652,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31652/P31652_pocket.lmdb,3,1127251076094606954,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31652,0,0
L2,P31749,30,5,25,10863,213,10650,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P31749,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31749/P31749_pocket.lmdb,3,7680641070307591320,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31749,0,0
L2,P31751,30,5,25,6018,118,5900,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P31751,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P31751/P31751_pocket.lmdb,3,12444087230646531854,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P31751,0,0
L2,P32245,30,5,25,10608,208,10400,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P32245,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P32245/P32245_pocket.lmdb,3,13487834440909112870,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P32245,0,0
L2,P32297,30,5,25,612,12,600,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P32297,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P32297/P32297_pocket.lmdb,3,4282018591346939949,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P32297,0,0
L2,P33533,30,5,25,1377,27,1350,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P33533,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P33533/P33533_pocket.lmdb,3,12793669455062762552,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P33533,0,0
L2,P33535,30,5,25,2142,42,2100,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P33535,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P33535/P33535_pocket.lmdb,3,4455314098906231272,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P33535,0,0
L2,P33981,30,5,25,2499,49,2450,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P33981,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P33981/P33981_pocket.lmdb,3,1829911075244895050,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P33981,0,0
L2,P34903,30,5,25,3315,65,3250,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P34903,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P34903/P34903_pocket.lmdb,3,7115987549931819859,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P34903,0,0
L2,P34913,30,5,25,3162,62,3100,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P34913,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P34913/P34913_pocket.lmdb,3,4486192147973129622,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P34913,0,0
L2,P34914,30,5,25,10098,198,9900,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P34914,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P34914/P34914_pocket.lmdb,3,7039188970404417006,20260908,5.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P34914,0,0
L2,P34947,30,5,25,2244,44,2200,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P34947,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P34947/P34947_pocket.lmdb,3,6644875470870344148,20260908,6.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P34947,0,0
L2,P34972,30,5,25,3213,63,3150,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P34972,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P34972/P34972_pocket.lmdb,3,2646966806306543837,20260908,7.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P34972,0,0
L2,P35218,30,5,25,867,17,850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P35218,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P35218/P35218_pocket.lmdb,3,11671824540220672990,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P35218,0,0
L2,P35354,30,5,25,5049,99,4950,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P35354,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P35354/P35354_pocket.lmdb,3,1204025030258435146,20260908,0.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P35354,0,0
L2,P35367,30,5,25,1734,34,1700,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P35367,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P35367/P35367_pocket.lmdb,3,16203797672389835123,20260908,1.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P35367,0,0
L2,P35372,30,5,25,10047,197,9850,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P35372,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P35372/P35372_pocket.lmdb,3,2561854297516217712,20260908,2.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P35372,0,0
L2,P35408,30,5,25,2448,48,2400,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P35408,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P35408/P35408_pocket.lmdb,3,16882115758877072505,20260908,3.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P35408,0,0
L2,P35916,30,5,25,3621,71,3550,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P35916,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P35916/P35916_pocket.lmdb,3,6299355310547154837,20260908,,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P35916,0,0
L2,P35968,30,5,25,47277,927,46350,/data/user_data/xianyang/t3-smoke-30-L123-20260908/L2/P35968,ready,,/data/user_data/xianyang/t3-aimnet-full/vs-benchmark/dataset/pockets_6A/L2/P35968/P35968_pocket.lmdb,3,10874111237414837260,20260908,4.0,250,/data/user_data/xianyang/t3-smoke-L123-20260908/L2/P35968,0,0
