layer,uniprot,n,n_actives,n_decoys,source_n,source_n_actives,source_n_decoys,sampling_seed,status,reason,smina_n_scored,smina_coverage,smina_sample_failure_last_auroc,smina_sample_failure_last_ef1,smina_sample_failure_last_top_n,smina_sample_failure_last_top_active_expected,smina_scored_only_auroc,smina_scored_only_ef1,smina_scored_only_top_n,smina_scored_only_top_active_expected,pre_min_interaction_n_scored,pre_min_interaction_coverage,pre_min_interaction_sample_failure_last_auroc,pre_min_interaction_sample_failure_last_ef1,pre_min_interaction_sample_failure_last_top_n,pre_min_interaction_sample_failure_last_top_active_expected,pre_min_interaction_scored_only_auroc,pre_min_interaction_scored_only_ef1,pre_min_interaction_scored_only_top_n,pre_min_interaction_scored_only_top_active_expected,interaction_n_scored,interaction_coverage,interaction_sample_failure_last_auroc,interaction_sample_failure_last_ef1,interaction_sample_failure_last_top_n,interaction_sample_failure_last_top_active_expected,interaction_scored_only_auroc,interaction_scored_only_ef1,interaction_scored_only_top_n,interaction_scored_only_top_active_expected,composite_n_scored,composite_coverage,composite_sample_failure_last_auroc,composite_sample_failure_last_ef1,composite_sample_failure_last_top_n,composite_sample_failure_last_top_active_expected,composite_scored_only_auroc,composite_scored_only_ef1,composite_scored_only_top_n,composite_scored_only_top_active_expected
L1,P21728,30,5,25,1224,24,1200,15991426858457252070,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P21802,30,5,25,918,18,900,13882991205408613885,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P21918,30,5,25,612,12,600,13342917498216047607,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P21964,30,5,25,1530,30,1500,14193922482389035411,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P22303,30,5,25,4539,89,4450,18429650810172925755,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P22413,30,5,25,9639,189,9450,8124677105136954336,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P22455,30,5,25,2805,55,2750,9443744184086633899,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P22607,30,5,25,1020,20,1000,17831171948341575127,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P22748,30,5,25,5712,112,5600,1031901381955916253,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P23458,30,5,25,10047,197,9850,18048621836644699490,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P23467,30,5,25,867,17,850,16040072540199687628,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P24941,30,5,25,2805,55,2750,7179352911209305352,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P25440,30,5,25,663,13,650,10632565443420416868,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P25774,30,5,25,663,13,650,12237806588411277838,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P25779,30,5,25,561,11,550,4336275367406231180,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P27338,30,5,25,7905,155,7750,14760825980695284194,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P27487,30,5,25,1683,33,1650,11043287078150096601,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P28062,30,5,25,714,14,700,119104567322279923,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P28074,30,5,25,1887,37,1850,4378758496872705269,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P28221,30,5,25,816,16,800,12912590512790146665,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P28222,30,5,25,765,15,750,9249543206093949928,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P28335,30,5,25,4080,80,4000,8722173578106831844,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P28482,30,5,25,765,15,750,17423690391876936259,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P28566,30,5,25,510,10,500,15765418916955763468,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P29274,30,5,25,714,14,700,1896321624799210841,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P29466,30,5,25,867,17,850,3593892457184863580,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P29597,30,5,25,9537,187,9350,11055749068146150025,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P30291,30,5,25,1530,30,1500,3889309953130212800,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P30530,30,5,25,2550,50,2500,5950064382595658981,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P30542,30,5,25,1020,20,1000,5312648777422894682,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P31153,30,5,25,3213,63,3150,9639804531412095385,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P31639,30,5,25,561,11,550,6107316496545919835,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P31645,30,5,25,561,11,550,17617531996876936593,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P31749,30,5,25,6324,124,6200,1234296772939086961,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P31751,30,5,25,1785,35,1750,12391748338023695007,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P33981,30,5,25,1479,29,1450,9860594083488148225,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P34913,30,5,25,6324,124,6200,8721986948615786279,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P34914,30,5,25,5049,99,4950,339593366669624750,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P34972,30,5,25,3417,67,3350,2744611102884738764,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35218,30,5,25,3315,65,3250,15538461131941057712,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35354,30,5,25,2244,44,2200,9616758754122913882,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35367,30,5,25,510,10,500,7809815546743997813,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35372,30,5,25,1428,28,1400,10022577575084725739,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35439,30,5,25,561,11,550,14002134078632452882,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35916,30,5,25,1071,21,1050,14469093179630100902,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P35968,30,5,25,6936,136,6800,18385633585982713081,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P36776,30,5,25,1020,20,1000,801067156844821857,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P36888,30,5,25,4284,84,4200,2144586211522974831,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P36897,30,5,25,918,18,900,5425885030979278264,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P37231,30,5,25,867,17,850,7466567193542116381,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P41143,30,5,25,714,14,700,14213826259034185370,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P41145,30,5,25,9843,193,9650,2254693542119349255,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P41182,30,5,25,3213,63,3150,9533277339383443356,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P41240,30,5,25,918,18,900,13713491568521395053,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P41595,30,5,25,4641,91,4550,7240413224840753460,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P42330,30,5,25,1683,33,1650,2539825297994469717,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P42336,30,5,25,4539,89,4450,16580466781352993872,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P42338,30,5,25,2550,50,2500,13842918750813839595,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P42345,30,5,25,1683,33,1650,13669496588184701319,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P43166,30,5,25,4131,81,4050,17164349961099600168,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P43405,30,5,25,561,11,550,17698526446712378023,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P43490,30,5,25,867,17,850,11161637194607832781,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P45983,30,5,25,1734,34,1700,6567749711502169806,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P45984,30,5,25,1632,32,1600,5608658615348589131,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P47746,30,5,25,867,17,850,14537776325580752269,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P47989,30,5,25,2805,55,2750,15689623210093780589,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P48039,30,5,25,663,13,650,4038950890051894939,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P48735,30,5,25,561,11,550,3888222678156378123,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P48736,30,5,25,6324,124,6200,15898120450143038337,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49137,30,5,25,510,10,500,10787530240378037414,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49286,30,5,25,918,18,900,5266561207320419941,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49327,30,5,25,33915,665,33250,3537428403747894093,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49759,30,5,25,561,11,550,15784421573082606936,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49760,30,5,25,663,13,650,10804904778806114762,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49840,30,5,25,510,10,500,17365440943854146806,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P49841,30,5,25,1224,24,1200,13883379245375256310,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P50053,30,5,25,1275,25,1250,12310770005063926848,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P50406,30,5,25,3417,67,3350,3192774733604448820,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P50613,30,5,25,1122,22,1100,5041197346054933353,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P50750,30,5,25,3417,67,3350,3351108398629282090,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51449,30,5,25,2040,40,2000,9100843685708559479,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51451,30,5,25,561,11,550,18019212817331946536,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51531,30,5,25,867,17,850,13637687841277529627,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51532,30,5,25,510,10,500,5636451524499490449,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51617,30,5,25,765,15,750,7401057750343255015,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51812,30,5,25,816,16,800,9939721927782611896,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51813,30,5,25,765,15,750,8771906215123590104,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P51955,30,5,25,867,17,850,12093642368194302155,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P52333,30,5,25,13056,256,12800,15375960238668303678,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P53350,30,5,25,1224,24,1200,12481222772194209493,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P53634,30,5,25,2958,58,2900,2322648585304340663,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P53779,30,5,25,1632,32,1600,12593561221124367983,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P54646,30,5,25,1173,23,1150,13061231462289064602,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P55055,30,5,25,663,13,650,14203282235872351914,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P56524,30,5,25,1428,28,1400,929778972711351070,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P56817,30,5,25,13260,260,13000,4150601957140782386,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P61964,30,5,25,867,17,850,5856510025319941770,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P62937,30,5,25,918,18,900,9674229890700890394,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P68400,30,5,25,714,14,700,55024618858765618,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P78527,30,5,25,510,10,500,4283185909056241654,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P78540,30,5,25,816,16,800,10906961451100315741,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P80457,30,5,25,1632,32,1600,11137288192294106613,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,P81908,30,5,25,2346,46,2300,15824676444474751837,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q00534,30,5,25,561,11,550,15605139205317155517,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q00535,30,5,25,969,19,950,7232410272291942498,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q01650,30,5,25,918,18,900,16789654419652934806,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q01827,30,5,25,1530,30,1500,15203008706227204195,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q02127,30,5,25,3774,74,3700,5407735624315172737,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q02750,30,5,25,714,14,700,7068420092621202548,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q03181,30,5,25,765,15,750,5791715405514090774,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q04609,30,5,25,1836,36,1800,5564424040133413205,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q04759,30,5,25,969,19,950,10022221524235223403,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q05397,30,5,25,4590,90,4500,15089602410427751152,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q05586,30,5,25,2244,44,2200,2833870680025228907,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q06124,30,5,25,1428,28,1400,7662766384198752002,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q06187,30,5,25,18105,355,17750,3553127694564103194,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q06418,30,5,25,1377,27,1350,14832482066211416446,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07343,30,5,25,2397,47,2350,16392807441615477351,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07422,30,5,25,612,12,600,9425050284628226091,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07817,30,5,25,714,14,700,6011765293630917890,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07820,30,5,25,2652,52,2600,16105132299254840384,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07869,30,5,25,765,15,750,8685492894481794532,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07889,30,5,25,1071,21,1050,11735552989002503236,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q07912,30,5,25,510,10,500,14138053963077332178,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q08345,30,5,25,969,19,950,11649890824275633285,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q08499,30,5,25,918,18,900,13200309853242395600,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q08881,30,5,25,816,16,800,15663843684946888219,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q12866,30,5,25,2295,45,2250,2596069207538078042,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q12879,30,5,25,867,17,850,17603323828963071109,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q12884,30,5,25,2448,48,2400,4201345952034636040,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13043,30,5,25,2550,50,2500,8023079707158964788,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13085,30,5,25,612,12,600,7324879529301249344,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13131,30,5,25,1326,26,1300,8305553199732656487,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13133,30,5,25,816,16,800,847403802403368458,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13164,30,5,25,816,16,800,3169033032943686830,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13188,30,5,25,2550,50,2500,11274927925782221415,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13224,30,5,25,1734,34,1700,13242780739844433435,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13315,30,5,25,714,14,700,13830332690467104573,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13464,30,5,25,1122,22,1100,3287795995040756478,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13526,30,5,25,1020,20,1000,2341180870047852432,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13546,30,5,25,2754,54,2700,10888062513262259368,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13547,30,5,25,18411,361,18050,8358063502190614063,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13627,30,5,25,5661,111,5550,14337755789468629160,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13822,30,5,25,1428,28,1400,6192774371969181929,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q13946,30,5,25,612,12,600,7243675007101635948,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q14145,30,5,25,663,13,650,3216836966377559280,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q14289,30,5,25,1020,20,1000,15116001086299562935,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q15059,30,5,25,2193,43,2150,13064415339679078143,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q15118,30,5,25,663,13,650,16643848001520103114,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q15303,30,5,25,714,14,700,5684766117480893218,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q15561,30,5,25,2907,57,2850,2460214804304840828,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q15910,30,5,25,1581,31,1550,15970695681935005031,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16288,30,5,25,1020,20,1000,13682210491943417799,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16512,30,5,25,816,16,800,11593344006988201415,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16539,30,5,25,714,14,700,10278571748762619271,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16620,30,5,25,969,19,950,11696665567150068174,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16678,30,5,25,5457,107,5350,14870128881633645199,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16769,30,5,25,1377,27,1350,1798268312122639149,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q16790,30,5,25,10455,205,10250,16059292452969609144,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q2KHZ8,30,5,25,1326,26,1300,10850024348231753998,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q2M2I8,30,5,25,1479,29,1450,17358461693798686481,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q5BJF2,30,5,25,1938,38,1900,5428063141858204666,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q5S007,30,5,25,1479,29,1450,13800042532222363926,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q5TCY1,30,5,25,816,16,800,4634982929916457062,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q6GI75,30,5,25,816,16,800,9839041580612542929,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q6P179,30,5,25,612,12,600,10932143900799695462,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q6ZQW0,30,5,25,4896,96,4800,17575852790870346949,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q72547,30,5,25,1785,35,1750,5577243525462810189,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q7ZJM1,30,5,25,510,10,500,4867070213791761884,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q86V86,30,5,25,1275,25,1250,259000383797655416,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q86W56,30,5,25,2142,42,2100,10450381148239869139,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q86WV6,30,5,25,1275,25,1250,697460681579446270,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q86X55,30,5,25,2448,48,2400,7022026917314255577,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q86YT5,30,5,25,816,16,800,3788778295426731725,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8IXJ6,30,5,25,1224,24,1200,10368934984688669589,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8N1Q1,30,5,25,510,10,500,1978796436713207843,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8N884,30,5,25,714,14,700,8250252032152762073,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,Q8NEB9,30,5,25,663,13,650,15993162915128966415,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
