layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A,eint_rank,smina_rank
L2,O95819,84031,6.3565,2,-8.66364,,-74.28036137121528,-58.15736398682993,-728170.5130825229,-694968.6667956018,-33198.62518558744,-728168.7861611667,502,0.0002593475510366,True,2.802841746872421,2.9159186291699544,3.0,7.0
L2,O95819,99264,8.0969,2,-6.7597,,-59.06432472160996,-33.47040245601511,-739139.82994849,-694968.6667956018,-44168.60188135399,-739135.6983334725,751,0.0019640303216874,True,2.874506651703374,2.733888674888824,9.0,10.0
L2,O95819,104627,6.0506,2,-10.3071,,-54.62207700633459,-30.0695348565033,-737036.3318186974,-694968.6667956018,-42065.29638565435,-737034.7560300608,345,0.0018345667049288,True,2.948416682773499,2.8612487575848564,10.0,3.0
L2,O95819,140980,9.1192,2,-10.21651,,-85.96745729721644,-55.89083782976061,-732823.5631067301,-694968.6667956018,-37851.16840934864,-732820.8150271487,416,0.0012071500532329,True,2.98359255166904,2.751372318360993,1.0,5.0
L2,P18825,14322,9.1308,0,-10.13739,,-54.72257194953993,-36.166346157625135,-781135.3180750627,-724034.1325233827,-57098.81255636564,-781132.6404993578,374,0.0017090518958866,True,2.86389706556177,2.7697001739317804,10.0,2.0
L2,P18825,42511,6.3979,0,-8.97473,,-60.18102080604781,-32.933176239196946,-769302.0254174856,-724034.1325233827,-45265.28319804335,-769299.9879082203,605,0.0019443945493549,True,3.140118395725583,2.7747593708127973,8.0,10.0
L2,P18825,61015,6.1938,0,-10.45023,,-75.56689661803165,-43.4602941683704,-775335.1184411693,-724034.1325233827,-51297.70902700443,-775332.4618867594,490,0.0017859492218121,True,2.913082749323197,2.7170226636426142,1.0,1.0
L2,P18825,66479,8.1427,0,-9.51761,,-67.21109222065446,-49.70272264128752,-781370.7600897644,-724034.1325233827,-57333.713017572445,-781368.6361449951,339,0.0019148567225784,True,3.097161729526861,2.787049783764362,4.0,3.0
L2,P18825,93624,6.2441,0,-9.24769,,-64.44442879349168,-43.62340035002261,-773070.8614306439,-724034.1325233827,-49033.93433233327,-773069.026578116,659,0.0019103013910353,True,3.115206638737391,2.8658294644318136,5.0,7.0
L2,P18825,126879,7.6021,0,-9.51047,,-61.96430894870481,-38.80452581387669,-772666.2299570047,-724034.1325233827,-48629.41040686947,-772663.7120645316,534,0.0018695333274081,True,2.962473559105498,2.9565351697268087,6.0,4.0
L2,P18825,129391,7.6536,0,-9.08687,,-61.32891358629816,-44.82528330619619,-771565.2067069794,-724034.1325233827,-47528.41471019497,-771562.7075232439,1000,0.0085344333201646,False,3.2561952813758865,3.0732924179106056,7.0,9.0
L2,P18825,134891,6.1938,0,-9.32591,,-73.48823410725615,-43.21732552813111,-783216.2170395904,-724034.1325233827,-59178.89776476332,-783213.6821218529,900,0.0019435529829934,True,3.01241154862145,2.9034031614966804,2.0,6.0
L2,P18825,136971,7.0706,0,-9.23156,,-56.3590861791453,-47.59046306406561,-767234.8476695643,-724034.1325233827,-43198.2711848936,-767232.943258533,402,0.0015614833682775,True,3.028010946895647,2.978078765752283,9.0,8.0
L2,P18825,144176,6.0969,0,-9.43909,,-72.83328674656794,-40.59282916739522,-768305.0089318649,-724034.1325233827,-44267.71805824345,-768301.8709238266,1000,0.0067596677690744,False,3.0794890289670542,2.829780633907012,3.0,5.0
L2,P31153,17983,7.7696,4,-7.73435,,-55.53714028535261,-18.582300915487117,-1047324.7145464936,-1004825.7450126486,-42496.56121550446,-1047320.7743258664,505,0.001861915574409,True,2.8164719628125434,2.6868288449895408,8.0,8.0
L2,P31153,23451,6.9066,4,-10.90777,,-66.0300417258738,-55.29871739608965,-1045448.3342413384,-1004825.7450126486,-40619.72589507741,-1045447.3276048476,240,0.0019205595599487,True,2.590448494486016,2.6439417845670485,5.0,1.0
L2,P31153,23669,7.7959,4,-6.59331,,-47.701881660880616,-22.780404476186945,-1041986.3162590518,-1004825.7450126486,-37158.50269703428,-1041984.2927178931,800,0.0012386619346216,True,3.0887649132805275,3.020813582912017,9.0,10.0
L2,P31153,34605,6.0,4,-9.19149,,-56.031820324342746,-12.47056449989989,-1055056.4145705686,-1004825.7450126486,-50228.23978822256,-1055053.5498113427,447,0.0018648590194061,True,2.4515467243168274,2.686266094431048,7.0,5.0
L2,P31153,41758,8.0022,4,-6.65069,,-40.2013124510055,-22.144707044813863,-1046776.8948037892,-1004825.7450126486,-41949.40649723668,-1046775.0194917724,432,0.0019390946254134,True,2.896993517620707,2.9832371955694224,10.0,9.0
L2,P31153,87187,9.1079,4,-10.35707,,-81.05083113538309,-33.33171295305663,-1045147.905782912,-1004825.7450126486,-40318.64607357317,-1045145.3907923384,387,0.0015558034647256,True,2.3876266683951464,2.601098785676654,1.0,2.0
L2,P31153,92789,7.0506,4,-8.81308,,-59.40632069168924,-45.29541751066939,-1056093.5287533945,-1004825.7450126486,-51265.20763886276,-1056090.7974117612,313,0.0018553112167865,True,2.81312497131018,2.780585359249393,6.0,7.0
L2,P31153,116220,7.8861,4,-9.89299,,-68.37216433907562,-30.56249551285454,-1067165.8441547276,-1004825.7450126486,-62337.13424441737,-1067163.2334142015,567,0.0019732292275875,True,2.643455820587838,2.642841367217537,2.0,4.0
L2,P31153,116245,7.7696,4,-9.95266,,-68.21442082563433,-44.788172643229856,-1053388.2946840092,-1004825.7450126486,-48559.59161410505,-1053385.2631838173,257,0.0019517814507707,True,2.425237022179516,2.7385097445423834,3.0,3.0
L2,P31153,135356,7.757,4,-9.05678,,-67.48981481673528,-41.51251726996586,-1042053.2357002008,-1004825.7450126486,-37224.564052187285,-1042050.7013332524,665,0.001706275390461,True,2.725473147012892,2.71627276828964,4.0,6.0
L2,P31645,2227,7.301,-2,-7.36637,,-54.37469581244135,-40.129566867728215,-672863.5261102755,-646169.7198509672,-26691.448349331036,-672862.2669206442,626,0.0019168078433722,True,2.8233448752195174,2.993152530097214,6.0,9.0
L2,P31645,24100,6.5229,-2,-7.44552,,-52.56859906110749,-28.116881134061323,-682721.29576032,-646169.7198509672,-36549.29631914333,-682719.4676828643,739,0.0012242594966664,True,3.07265023064636,3.1823088085427904,8.0,8.0
L2,P31645,33467,7.301,-2,-7.76673,,-56.76782676831501,-40.70048082926741,-673298.6225682488,-646169.7198509672,-27126.44103132404,-673297.3707778167,452,0.0018590737599879,True,2.8596292731524,2.779743225348705,5.0,6.0
L2,P31645,67792,6.0458,-2,-8.03607,,-54.08964721956659,-34.35584313628176,-674968.3843664875,-646169.7198509672,-28796.318966419894,-674965.2503316221,634,0.0019466014346107,True,2.87459406210115,3.124848443040501,7.0,4.0
L2,P31645,76063,7.0,-2,-7.97834,,-50.37348824882972,-33.54423308356072,-680962.5822950286,-646169.7198509672,-34790.67804286599,-680961.2686709948,1000,0.019254807382822,False,2.842401275532288,3.0712246588639203,9.0,5.0
L2,P31645,78423,6.0969,-2,-7.48672,,-66.61046760687411,-36.72451423089801,-678176.3811201309,-646169.7198509672,-32003.772765902813,-678172.680624133,750,0.0014074764912948,True,3.16281177362218,2.9851040415433894,2.0,7.0
L2,P31645,96347,7.301,-2,-9.22423,,-59.15070258482672,-33.65882450789431,-678177.2816719705,-646169.7198509672,-32004.996803770464,-678175.0319230485,1000,0.0029364202637225,False,2.7650714513252312,2.9520615252743783,4.0,2.0
L2,P31645,103500,7.3188,-2,-10.62083,,-80.95930311001509,-52.90996477862896,-692323.8850324648,-646169.7198509672,-46150.65445383817,-692321.3153623344,295,0.0017568952171131,True,2.8376270601070863,3.139039525404987,1.0,1.0
L2,P31645,103879,6.0969,-2,-8.05964,,-60.81475934977298,-33.345074648210066,-676038.5257139872,-646169.7198509672,-29866.168685456127,-676036.8043849888,975,0.0014522377168759,True,3.192118775923889,2.9489699972973127,3.0,3.0
L2,P31645,122886,8.8539,-2,-7.09238,,-49.572946388473625,-37.83851523020022,-671794.2207691256,-646169.7198509672,-25622.351231743683,-671792.9630592114,1000,0.0155079755932092,False,3.163027096734286,3.1908654936935394,10.0,10.0
L2,P36897,3771,6.4895,-1,-10.77962,,-80.4136129159118,-55.51829164098117,-608924.2774942459,-571696.404070091,-37224.386359862,-608921.8044589873,335,0.001790911075659,True,3.0713386912957708,3.043433266785743,3.0,7.0
L2,P36897,32660,7.0,-1,-11.07051,,-62.99449020887669,-30.792642191873476,-608481.9006279913,-571696.404070091,-36782.764858260256,-608479.5108030954,533,0.001819149358198,True,2.8149501565779302,2.8201432967889257,7.0,4.0
L2,P36897,43953,7.3872,-1,-11.50626,,-82.31767675599698,-43.021877736420194,-608290.3936509758,-571696.404070091,-36590.41994856902,-608287.8438385664,339,0.0019323466112837,True,2.9007863521289825,2.818526824707692,1.0,2.0
L2,P36897,50724,8.1249,-1,-12.25355,,-81.64958316045073,-37.42048891297042,-616708.4713733454,-571696.404070091,-45008.52664221892,-616705.9266287113,492,0.001649841084145,True,3.076604137333983,3.0089357351573502,2.0,1.0
L2,P36897,77306,7.0264,-1,-9.93372,,-48.13099549717035,-30.58740769340641,-606337.2163866006,-571696.404070091,-34638.72515900366,-606335.9088122413,554,0.0019662897102534,True,2.95206959323774,3.0505117869944827,10.0,9.0
L2,P36897,93720,7.301,-1,-9.28992,,-62.27693371362992,-39.62637277760214,-607476.0372479066,-571696.404070091,-35776.93259437017,-607474.1576827317,359,0.0018714977195486,True,3.0053543108035865,2.9049565264115245,8.0,10.0
L2,P36897,102780,9.0,-1,-10.71468,,-78.96390165174036,-52.11818716047248,-625481.3911822003,-571696.404070091,-53781.56291324675,-625479.2932113936,389,0.0008022513356991,True,2.941390957720642,2.9093305276544457,4.0,8.0
L2,P36897,105371,6.3468,-1,-10.94525,,-64.11364066167936,-29.360219534268285,-609551.5567484726,-571696.404070091,-37852.37244778468,-609549.2168819221,1000,0.00568463280797,False,3.0534936873048726,2.902467307603582,6.0,5.0
L2,P36897,108760,7.6576,-1,-11.45037,,-76.03060333327579,-58.40737557385166,-610926.7517965513,-571696.404070091,-39227.0507274518,-610925.5171277808,528,0.0017102441051974,True,3.0842326505436257,3.153941053907136,5.0,3.0
L2,P36897,109621,7.9208,-1,-10.84134,,-60.652321553339846,-34.58419392035602,-600151.0355720094,-571696.404070091,-28452.00136832408,-600148.1531686472,392,0.0019315235549584,True,2.8270498024829336,2.993736975992638,9.0,6.0
L2,P43405,458,7.1367,0,-8.23225,,-59.64372305367093,-44.69689229848792,-566374.4796755575,-533832.3117286242,-32539.581550309435,-566372.6627989671,343,0.0015282745007425,True,2.9941507589106915,2.8646812867297027,8.0,6.0
L2,P43405,7613,7.6778,0,-8.86331,,-60.836745949785374,-36.010796859349774,-565736.0398722965,-533832.3117286242,-31901.090012679244,-565733.2155989589,486,0.0019055664306506,True,3.2054087226605708,2.593446020452633,6.0,1.0
L2,P43405,16711,8.0605,0,-8.00342,,-94.85914544391456,-19.70959800609407,-580925.217387121,-533832.3117286242,-47088.792176625575,-580919.7439824046,699,0.0018265435937792,True,2.9926867243029145,2.4517184978065933,1.0,8.0
L2,P43405,33947,6.618,0,-7.8935,,-60.54520748527029,-48.96589829936233,-571687.8306692041,-533832.3117286242,-37852.89345189123,-571685.0109540346,600,0.0016889678081497,True,2.8583150865020883,2.897756601603885,7.0,9.0
L2,P43405,40410,7.2291,0,-8.63154,,-67.51547984467089,-44.92903953419069,-569549.5792932604,-533832.3117286242,-35714.33981633027,-569547.8015683669,550,0.0019997314084321,True,3.276702661553263,2.858689119514762,4.0,3.0
