model,dataset,geometry,reference,n,mae,rmse,bias,max_abs_error,pearson,spearman
aimnet2_2025_member3,PLA15,matched_complex_coordinates,AIMNet2_2025_interaction,15,1.8656990007797485,2.070312681084536,0.7553279719985084,3.6682805907794886,0.9995900457957816,0.9964285714285712
aimnet2_2025_member3,PLA15,matched_complex_coordinates,PLA15_reference_interaction,15,10.088852596665175,11.448179905784233,10.088852596665175,20.813346258327215,0.9969826865770088,0.982142857142857
aimnet2_2025_member3,PLA15,released_xyz,int_b973c,15,4.489442976306681,5.157471346574797,3.6732974314536615,10.46319715259088,0.998794361201926,0.9964285714285712
aimnet2_2025_member3,PLA15,released_xyz,int_wb97m,15,18.384482977453665,19.93794152690514,18.384482977453665,34.45576954313381,0.9952319691321475,0.9571428571428571
aimnet2_2025_member3,PLA15,released_xyz,int_wb97m_dzvpd,15,21.79393860945367,23.309464510740096,21.79393860945367,35.26389425259089,0.9937798416059961,0.9714285714285713
aimnet2_2025_member3,PLA15,released_xyz,AIMNet2_2025_interaction,15,1.8656776570992222,2.0701138486515944,0.7552327434536631,3.6681184925517982,0.9995901226311522,0.9964285714285712
aimnet2_2025_member3,PLA15,released_xyz,PLA15_reference_interaction,15,10.088757368120332,11.448043027851396,10.088757368120332,20.81289324313383,0.9969828145268399,0.982142857142857
current_wb97m,KIN66,matched_complex_coordinates,int_b973c,66,62.13323253864004,62.652647310313576,62.13323253864004,81.90513268160056,0.8784590770181125,0.8033190689907109
current_wb97m,KIN66,matched_complex_coordinates,int_wb97m,66,70.35801972151882,70.84023626316014,70.35801972151882,89.61487785160057,0.8503650902584983,0.7570191003026825
current_wb97m,KIN66,matched_complex_coordinates,int_wb97m_dzvpd,20,67.11435263701028,67.24428025921263,67.11435263701028,76.86805766871468,0.9471540578308767,0.9172932330827066
current_wb97m,KIN66,matched_complex_coordinates,int_wb97m_dzvpd_estimated,50,74.8175847790712,75.3381088197238,74.8175847790712,92.50193900831637,0.6149087981910502,0.5048259303721488
current_wb97m,KIN66,matched_complex_coordinates,AIMNet2_2025_interaction,66,59.58876395470064,60.25929443805722,59.58876395470064,80.60355411160057,0.8370327474545187,0.7373969314267823
current_wb97m,KIN66,released_xyz,int_b973c,66,62.1281254211972,62.64732185879916,62.1281254211972,81.85964583149631,0.8785300878238462,0.8056152802421461
current_wb97m,KIN66,released_xyz,int_wb97m,66,70.35291260407598,70.83493127188747,70.35291260407598,89.56939100149631,0.8504322362103472,0.7588560693038306
