dataset,target,mol_id,aimnet_interaction_kcal_mol_delta,desolvation_kcal_mol_delta,local_strain_kcal_mol_delta,aimnet2_composite_kcal_mol_delta
t3,L2/P08254,92266,21.64442753683604,-1.5044487367300654,0.0,20.139978800105972
t3,L2/P08254,100282,-2.657258542248144,-1.134860691610788,0.0,-3.7921192338589265
t3,L2/P08254,106630,8.175930391569825,3.5737409803004994e-05,0.0,8.175966128979626
t3,L2/P08254,116620,8.077946660976293,-7.697288265973157e-05,0.0,8.077869688093635
t3,L2/P08254,126317,-12.910671230695211,-0.32997999892811336,0.0,-13.240651229623325
t3,L2/P08254,140178,-6.453664203845719,2.5609812731406283,0.0,-3.892682930705078
t3,L2/P18825,14322,18.30875508821956,-0.540045868283654,0.0,17.76870921993591
t3,L2/P18825,42511,10.198582221642015,1.7729906301385823,0.0,11.9715728517806
t3,L2/P18825,61015,8.574348216863196,-0.8281911054865336,0.0,7.746157111376668
t3,L2/P18825,66479,-4.559520663146568,0.1600678585211579,0.0,-4.399452804625412
t3,L2/P18825,93624,6.648328626271869,-0.1936775179279575,0.0,6.45465110834391
t3,L2/P18825,126879,21.61072855286472,4.948256742309809e-05,0.0,21.610778035432148
t3,L2/P18825,129391,11.496553261238123,1.5108677253375302,0.0,13.007420986575653
t3,L2/P18825,134891,-17.0362782248539,-0.9267713759206764,0.0,-17.963049600774568
t3,L2/P18825,136971,14.531434241560078,-1.9410939078030474,0.0,12.590340333757027
t3,L2/P18825,144176,10.250879797681417,-0.9202479241153139,0.0,9.330631873566105
t3,L2/P31153,17983,-3.8320509778408365,-4.398450437292922e-05,0.0,-3.832094962345195
t3,L2/P31153,23451,23.92044935835851,5.4980630473266956e-05,0.0,23.920504338988977
t3,L2/P31153,23669,32.12722869056851,-1.796049506558031,0.0,30.331179184010466
t3,L2/P31153,34605,13.505867481475093,-0.15137267181219904,0.0,13.354494809662889
t3,L2/P31153,41758,19.724068887563902,-1.718144702422819e-05,0.0,19.724051706116867
t3,L2/P31153,87187,13.726915733780615,2.1992252188240968e-05,0.0,13.726937726032816
t3,L2/P31153,92789,15.298086899862954,-0.3713048153057237,0.0,14.926782084557232
t3,L2/P31153,116220,-20.40097013379943,-1.3745157616540382e-06,0.0,-20.400971508315187
t3,L2/P31153,116245,5.847499318293636,1.4432415497367401e-05,0.0,5.847513750709126
t3,L2/P31153,135356,-3.7434441892438315,0.5602966090018064,0.0,-3.1831475802420215
t3,L2/P31645,2227,-9.267100044630615,-4.123547285850293e-06,0.0,-9.267104168177902
t3,L2/P31645,24100,16.85205600940833,3.8486441329421694e-05,0.0,16.852094495849656
t3,L2/P31645,33467,-13.489583608178497,1.443241549825558e-05,0.0,-13.489569175762998
t3,L2/P31645,67792,-23.188590846406683,-4.329724649565492e-05,0.0,-23.188634143653175
t3,L2/P31645,76063,-5.040425588229876,-2.9552088878226357e-05,0.0,-5.040455140318754
t3,L2/P31645,78423,-6.740640415980472,-3.298837828280554e-05,0.0,-6.740673404358759
t3,L2/P31645,96347,3.707600939878496,3.436289404312731e-05,0.0,3.707635302772548
t3,L2/P31645,103500,8.627172925905372,-3.7288564588333664,0.0,4.898316467072002
t3,L2/P31645,103879,21.180739465139798,-4.742079378061703e-05,0.0,21.180692044346017
t3,L2/P31645,122886,-0.24699876424535794,6.18532092833135e-06,0.0,-0.24699257892442983
t3,L2/P36897,3771,10.95572597705258,4.123547285317386e-05,0.0,10.955767212525434
t3,L2/P36897,32660,-9.591162745150504,-4.9482567424874446e-05,0.0,-9.591212227717925
t3,L2/P36897,43953,-2.813080174093134,-1.9243220663156535e-05,0.0,-2.8130994173137935
t3,L2/P36897,50724,-9.935021231067509,1.7620082492020401,0.0,-8.173012981865469
t3,L2/P36897,77306,8.63271978375863,-6.8725788091583695e-06,0.0,8.632712911179823
t3,L2/P36897,93720,18.146442997142174,-1.9243220663156535e-05,0.0,18.146423753921503
t3,L2/P36897,102780,-8.612956645795458,-37.88127777706111,0.0,-46.494234422856564
t3,L2/P36897,105371,14.009223744158753,-32.30827750516537,0.0,-18.299053761006615
t3,L2/P36897,108760,-10.994087687620475,-31.55283230274157,0.0,-42.54691999036204
t3,L2/P36897,109621,2.608801362408183,-1.3745157616540382e-05,0.0,2.608787617250566
t3,L2/P41143,25790,-1.184540504898706,1.6494189141624815e-05,0.0,-1.1845240107095663
t3,L2/P41143,28940,4.033307565108572,-395.3703485826573,0.0,-391.3370410175486
t3,L2/P41143,31551,27.937995364314304,-72.5085351868026,0.0,-44.570539822488314
t3,L2/P41143,64116,38.08499613564897,-126.05946583702712,0.0,-87.97446970137815
t3,L2/P41143,82509,43.9272234940403,-290.2059249780849,0.0,-246.2787014840446
t3,L2/P41143,85390,-3.8165656841076743,0.9755199519276072,0.0,-2.841045732180067
t3,L2/P43166,14372,-22.635450997347473,0.6406013178674606,0.0,-21.994849679480005
t3,L2/P43166,14743,-25.627803424079808,0.3154829811887261,0.0,-25.312320442891085
t3,L2/P43166,19893,7.501956861893415,2.7490315236633478e-05,0.0,7.501984352208652
t3,L2/P43166,34535,-2.7244039789938777,2.391687664826474,0.0,-0.3327163141673992
t3,L2/P43166,47972,-17.797275796784803,7.284933537832217e-05,0.0,-17.797202947449435
t3,L2/P43166,68862,7.98853956577841,-8.679875977886354,0.0,-0.6913364121079439
t3,L2/P43166,105530,-9.631190363620249,-227.1254703661884,0.0,-236.75666072980866
t3,L2/P43166,106434,0.9301289722842867,0.011882688760504578,0.0,0.9420116610447877
t3,L2/P43166,124508,-4.089598464138824,-249.36826722578937,0.0,-253.45786568992827
t3,L2/P43166,133999,12.26626765860176,-82.0942734068416,0.0,-69.82800574823982
t3,L2/P43405,458,-22.64844874884838,7.422385113642349e-05,0.0,-22.648374524997244
t3,L2/P43405,7613,20.275382345113332,-5.291885682368047e-05,0.0,20.275329426256505
t3,L2/P43405,16711,-10.377605701190284,3.077177918441812,0.0,-7.300427782748468
t3,L2/P43405,33947,-18.504617744928815,-1.7868704903278854e-05,0.0,-18.504635613633717
t3,L2/P43405,40410,-21.28903100889837,6.322772504141483e-05,0.0,-21.288967781173326
t3,L2/P43405,67215,-4.860453362767839,4.26099886148279e-05,0.0,-4.860410752779231
t3,L2/P43405,73311,-8.337317786732369,1.6494189141624815e-05,0.0,-8.337301292543227
t3,L2/P43405,91792,14.548900211331437,3.298837828324963e-05,0.0,14.548933199709712
t3,L2/P43405,113757,19.18967915768028,1.0299741428616471,0.0,20.21965330054193
t3,L2/P43405,130651,15.405000860703007,0.5030232862403778,0.0,15.908024146943383
t3,L2/P56817,9611,0.6588586679410469,-2.149059517074601,0.0,-1.490200849133565
t3,L2/P56817,13349,-14.6315601485924,1.3870403493911958,0.0,-13.244519799201214
t3,L2/P56817,17219,-15.463686152096116,-4.6046278018962994e-05,0.0,-15.463732198374139
t3,L2/P56817,37944,16.46361441263459,1.804392817231978,0.0,18.26800722986657
t3,L2/P56817,46757,-22.352896604180092,-5.772966199124596e-05,0.0,-22.352954333842085
t3,L2/P56817,66568,7.181022895996966,0.8617773981253869,0.0,8.042800294122351
t3,L2/P56817,67242,17.138379317076243,-2.8864830994734803e-05,0.0,17.13835045224525
t3,L2/P56817,84180,-11.682647578225215,-4.123547284962115e-06,0.0,-11.682651701772492
t3,L2/P56817,97357,-5.605170466986422,4.11153814109927,0.0,-1.4936323258871482
t3,L2/P56817,107160,-16.29577125536654,-2.346497710126762,0.0,-18.6422689654933
t3,L2/Q06187,9210,9.525183234184821,0.4083397679908529,0.0,9.93352300217568
t3,L2/Q06187,21421,4.087986495410018,2.6191837685570203,0.0,6.707170263967036
t3,L2/Q06187,89453,-6.836962014144129,0.34922459410865514,0.0,-6.487737420035476
t3,L2/Q06187,108091,3.0841041033653713,6.872578808980734e-05,0.0,3.084172829153461
t3,L2/Q06187,114484,-12.653047801226865,-1.1816821965197217,0.0,-13.834729997746585
t3,L2/Q06187,118980,26.56337032938022,1.3745157652067519e-06,0.0,26.563371703895967
t3,L2/Q06187,133412,12.83407359016791,-1.4198899015817368,0.0,11.414183688586178
t3,L2/Q06187,133702,4.3668049666498145,-4.161307982317197,0.0,0.20549698433261554
t3,L2/Q06187,140872,4.832212218297576,-1.960049854673617,0.0,2.872162363623959
t3,L2/Q06187,146414,-38.60803718050801,1.0935152574967475,0.0,-37.51452192301127
t3,L2/Q13224,1856,-12.398989867490208,5.3606114708060204e-05,0.0,-12.3989362613755
t3,L2/Q13224,6980,-12.599041017857882,0.7798686293657491,0.0,-11.819172388492134
t3,L2/Q13224,15517,-2.9756603078247688,-0.8327916097411778,0.0,-3.8084519175659475
t3,L2/Q13224,23218,-21.610596581398326,-0.005595653666165656,0.0,-21.616192235064492
t3,L2/Q13224,28425,-11.047582466720588,0.3804508431845428,0.0,-10.667131623536044
t3,L2/Q13224,63129,1.8999491536613764,0.24851588601741148,0.0,2.1484650396787863
t3,L2/Q13224,82186,-11.470037824410833,-0.058271908462356095,0.0,-11.528309732873186
t3,L2/Q13224,89442,5.5008430058791316,6.185320927887261e-06,0.0,5.500849191200059
t3,L2/Q13224,110926,-1.5842146354170974,1.1519734128448258,0.0,-0.43224122257227116
t3,L2/Q13224,142921,-6.271750479064872,0.4639609228066379,0.0,-5.807789556258235
t3,L2/Q13822,409,3.104857916852332,1.3892753120198371,0.0,4.4941332288721725
t3,L2/Q13822,31043,-24.40768634030328,-0.04444496715683144,0.0,-24.452131307460107
t3,L2/Q13822,47947,14.53351044560478,-6.597675656649926e-05,0.0,14.53344446884821
t3,L2/Q13822,62797,23.273551383786383,1.4793555769831919,0.0,24.75290696076957
t3,L2/Q13822,67279,0.4593906577309639,0.9772642124292936,0.0,1.4366548701602397
t3,L2/Q13822,81133,6.567656232594281,-0.28627589576687384,0.0,6.281380336827404
t3,L2/Q13822,90721,-25.071439660382065,2.0610341531750898,0.0,-23.01040550720696
t3,L2/Q13822,98140,-7.4602887615466,2.047357721345481,0.0,-5.412931040201116
t3,L2/Q13822,104039,10.318091557665042,0.5266677063743437,0.0,10.844759264039396
t3,L2/Q13822,136645,13.656480733328916,0.9407089657450243,0.0,14.597189699073958
t3,L2/Q14145,1372,-38.47848975587678,5.772966199657503e-05,0.0,-38.47843202621475
t3,L2/Q14145,15758,28.682878787289084,-6.185320928153715e-05,0.0,28.68281693407981
t3,L2/Q14145,16948,-9.724181520076499,-8.24709456992423e-06,0.0,-9.724189767171055
t3,L2/Q14145,41332,-22.8379487815764,-1.374515762364581e-05,0.0,-22.837962526734017
t3,L2/Q14145,62918,23.494591732122927,1.3745157616540382e-05,0.0,23.494605477280537
t3,L2/Q14145,64270,24.72316931964633,3.573740980655771e-05,0.0,24.723205057056163
t3,L2/Q14145,77634,-5.098987519853541,-0.16247463562001485,0.0,-5.261462155473559
t3,L2/Q14145,83648,-1.3395776530139045,1.7868704901502497e-05,0.0,-1.339559784309003
t3,L2/Q14145,122553,-12.835920940022874,7.559836689807753e-05,0.0,-12.835845341655983
t3,L2/Q14145,143441,3.0705115263933322,2.6115799471426726e-05,0.0,3.0705376421927895
t3,L2/Q15119,3680,12.461027953166717,4.810805167565491e-06,0.0,12.461032763971883
t3,L2/Q15119,9129,14.262441159997003,0.4646509297190491,0.0,14.727092089716049
t3,L2/Q15119,12707,13.188997957511688,2.8864830994734803e-05,0.0,13.189026822342683
t3,L2/Q15119,27781,2.103095707316413,7.422385113553531e-05,0.0,2.1031699311675487
t3,L2/Q15119,59648,6.166885922567918,8.24709456992423e-06,0.0,6.16689416966249
t3,L2/Q15119,82397,-8.755134839390546,-6.872578808270191e-07,0.0,-8.755135526648424
t3,L2/Q15119,112986,5.351778832617673,-1.718144701889912e-05,0.0,5.35176165117065
t3,L2/Q15119,113276,28.587850952841244,-46.42574608370822,0.0,-17.837895130866983
t3,L2/Q15119,120756,24.1859790004751,-18.711734249773137,0.0,5.474244750701963
t3,L2/Q15119,122387,0.3308954223985552,-43.66205947311633,0.0,-43.331164050717774
t3,L2/Q6P179,6435,-1.203814647973445,-6.872578808270191e-06,0.0,-1.2038215205522533
t3,L2/Q6P179,11256,-4.374768219688725,1.3745157652067519e-06,0.0,-4.374766845172967
t3,L2/Q6P179,27411,-2.9352536652914196,-5.772966199302232e-05,0.0,-2.935311394953416
t3,L2/Q6P179,75054,-4.487645175377942,0.4467616070796119,0.0,-4.040883568298327
t3,L2/Q6P179,75377,-9.376563037903807,4.123547285317386e-05,0.0,-9.376521802430958
t3,L2/Q6P179,78121,0.9822461448078315,2.3366767949895006e-05,0.0,0.9822695115757796
t3,L2/Q6P179,98715,-28.421128719720627,4.123547285317386e-05,0.0,-28.421087484247764
t3,L2/Q6P179,110306,21.055337226182072,3.161386252159559e-05,0.0,21.05536884004459
t3,L2/Q6P179,113843,7.021205881400917,-6.872578811822905e-06,0.0,7.021199008822094
t3,L2/Q6P179,129105,-7.7722605408795715,-4.123547283185758e-06,0.0,-7.7722646644268565
t3,L2/Q8NER1,27152,14.623874550589733,3.298837828324963e-05,0.0,14.623907538968012
t3,L2/Q8NER1,35078,5.366685457396386,0.00011271029246628927,0.0,5.36679816768887
t3,L2/Q8NER1,38542,-4.696521055867066,0.1776973976816194,0.0,-4.518823658185454
t3,L2/Q8NER1,52263,-49.94274361737483,0.8084695533366588,0.0,-49.13427406403818
t3,L2/Q8NER1,62450,15.133574892281956,-3.298837828324963e-05,0.0,15.133541903903662
t3,L2/Q8NER1,119254,16.067880327352633,8.247094570812408e-06,0.0,16.067888574447203
t3,L2/Q8NER1,125391,-23.622667736121116,3.1613862520707414e-05,0.0,-23.622636122258584
t3,L2/Q8NER1,131041,-28.645561372789388,1.3745157618316739e-05,0.0,-28.645547627631757
t3,L2/Q8NER1,132261,39.81550941257449,-2.7490315215317196e-06,0.0,39.815506663542976
t3,L2/Q8NER1,140296,-23.177303324313314,0.4501346687589951,0.0,-22.727168655554337
t3,L2/Q92793,7699,-12.348106329406566,-0.00010446319789458869,0.0,-12.348210792604469
t3,L2/Q92793,30981,-1.031565489994925,0.8061562433095979,0.0,-0.22540924668532725
t3,L2/Q92793,46473,-7.304670556859833,0.10613873260811246,0.0,-7.19853182425172
t3,L2/Q92793,56089,-13.45738384287788,-4.9482567424874446e-05,0.0,-13.4574333254453
t3,L2/Q92793,74284,45.45880689475045,4.398450437470558e-05,0.0,45.45885087925484
t3,L2/Q92793,92633,-18.014029347075525,4.810805166144405e-05,0.0,-18.013981239023863
t3,L2/Q92793,99659,9.894541406308248,1.1010860903125774,0.0,10.995627496620827
t3,L2/Q92793,104318,-3.752932820377687,0.24373875648737986,0.0,-3.509194063890309
t3,L2/Q92793,113888,12.258597862664537,-0.531629708274334,0.0,11.726968154390201
t3,L2/Q92793,128208,9.969609545696688,-6.59767565647229e-05,0.0,9.969543568940125
t3,L2/Q9Y5Z0,10341,-1.6250796695608969,-2.174335487417789,0.0,-3.7994151569786876
t3,L2/Q9Y5Z0,49521,4.0908949640504195,-5.509024810279914,0.0,-1.4181298462294976
t3,L2/Q9Y5Z0,51240,25.529341022566925,-1.7033824029310267,0.0,23.82595861963589
t3,L2/Q9Y5Z0,67242,9.007028599234802,-2.611579947497944e-05,0.0,9.007002483435329
t3,L2/Q9Y5Z0,82278,-15.46355213764828,-3.6394552046563273,0.0,-19.10300734230461
t3,L2/Q9Y5Z0,87330,-17.99177078380066,3.9860957089743465e-05,0.0,-17.99173092284357
t3,L2/Q9Y5Z0,92673,7.573355739509616,-3.7111925562882675e-05,0.0,7.573318627584047
t3,L2/Q9Y5Z0,104482,-1.1613208072827415,-0.1447983629236571,0.0,-1.3061191702063937
t3,L2/Q9Y5Z0,110437,-33.85029862923668,-0.7127688934234264,0.0,-34.56306752266012
t3,L2/Q9Y5Z0,113205,-5.396397667964564,0.4462750284999455,0.0,-4.950122639464617
t3,L3/A0A1D8PKB4,1740,7.1918935950110505,-1.993047854575991e-05,0.0,7.191873664532505
t3,L3/A0A1D8PKB4,3477,-10.637609084901207,-2.47412837133254e-05,0.0,-10.63763382618491
t3,L3/A0A1D8PKB4,10448,-4.625190557725412,-2.7490315236633478e-05,0.0,-4.625218048040647
t3,L3/A0A1D8PKB4,21866,23.97885287519496,-88.28518586492524,0.0,-64.30633298973031
t3,L3/A0A1D8PKB4,38545,-13.607319107281768,-50.88878914056492,0.0,-64.49610824784668
t3,L3/A0A1D8PKB4,65458,-23.76190686685831,-109.95677589666539,0.0,-133.71868276352367
t3,L3/A0A1D8PKB4,66338,13.383771314842214,-7.284933537121674e-05,0.0,13.383698465506846
t3,L3/A0A1D8PKB4,69135,-9.86564598428157,-8.247094568147872e-06,0.0,-9.865654231376144
t3,L3/A0A1D8PKB4,121070,3.081370886826896,-2.749031523485712e-05,0.0,3.081343396511656
t3,L3/A0A1D8PKB4,127503,-9.302876950287981,-51.836811904678314,0.0,-61.139688854966295
t3,L3/O14638,6340,2.423229707556329,-0.5017614807710729,0.0,1.9214682267852567
t3,L3/O14638,28298,18.971351415360658,-6.185320928153715e-05,0.0,18.971289562151377
t3,L3/O14638,75632,6.4922771006253654,-0.05533663005309464,0.0,6.436940470572267
t3,L3/O14638,85481,12.064717260536142,-4.26099886148279e-05,0.0,12.064674650547524
t3,L3/O14638,87321,-3.6976748734659353,-4.26099886148279e-05,0.0,-3.69771748345455
t3,L3/O14638,98405,0.7614941026624091,0.7022957705766188,0.0,1.4637898732390227
t3,L3/O14638,119261,2.445897884581999,1.2370641858439058e-05,0.0,2.4459102552238505
t3,L3/O14638,128168,-8.110815457394223,-1.9243220663156535e-05,0.0,-8.110834700614884
t3,L3/O14638,130558,9.884804672898156,2.6115799467874012e-05,0.0,9.884830788697627
t3,L3/O14638,138317,20.479815451897313,-1.7868704903278854e-05,0.0,20.479797583192415
t3,L3/P05556,6155,15.974797440761492,-1.6494189141624815e-05,0.0,15.974780946572345
t3,L3/P05556,22350,6.356522349390966,2.3366767950783185e-05,0.0,6.356545716158916
t3,L3/P05556,37092,22.05097629770188,-1.5119673379082599e-05,0.0,22.0509611780285
t3,L3/P05556,48770,14.836412483606555,-1.3745157618316739e-05,0.0,14.836398738448942
t3,L3/P05556,52854,4.008585536026936,2.886483099651116e-05,0.0,4.008614400857933
t3,L3/P05556,84044,-15.980913344113219,1.3745157616540382e-05,0.0,-15.980899598955602
t3,L3/P05556,91140,-4.446141323792087,8.24709456992423e-06,0.0,-4.446133076697521
t3,L3/P05556,92903,-287.40095683628124,-580.6939335788634,0.0,-868.0948904151444
t3,L3/P05556,127413,116.14690524318598,-3.0239346759941554e-05,0.0,116.14687500383923
t3,L3/P05556,139427,16.92067664083291,6.59767565647229e-05,0.0,16.920742617589475
t3,L3/P05622,30567,20.58276530609246,8.521997723054398e-05,0.0,20.58285052606969
t3,L3/P05622,35180,11.18141184839072,-0.21323000463913466,0.0,10.968181843751587
t3,L3/P05622,65602,17.689853599345724,2.0560968925588163,0.0,19.745950491904537
t3,L3/P05622,82843,22.512002990435988,5.498063046616153e-06,0.0,22.51200848849904
t3,L3/P05622,98621,4.824326623553535,-8.52199772296558e-05,0.0,4.824241403576309
t3,L3/P05622,113810,54.82142031145451,-1.924322066670925e-05,0.0,54.821401068233854
t3,L3/P05622,114084,16.84964166760694,3.436289404312731e-05,0.0,16.849676030500984
t3,L3/P05622,123867,11.744472611274034,-2.336676794811865e-05,0.0,11.744449244506086
t3,L3/P05622,133204,14.4697676172581,-1.4852440025066151,0.0,12.984523614751488
t3,L3/P05622,141441,-8.881368646122183,5.498063046616153e-06,0.0,-8.881363148059123
t3,L3/P11926,2548,17.754484016379735,-6.047869351810675e-05,0.0,17.754423537686222
t3,L3/P11926,8731,3.331167813480472,2.7490315233080764e-06,0.0,3.3311705625119963
t3,L3/P11926,23558,-9.44556131971516,-37.48601790105925,0.0,-46.93157922077442
t3,L3/P11926,27708,-3.8920877639959963,3.91736992106928e-05,0.0,-3.8920485902967847
t3,L3/P11926,42749,-8.650478528743006,-24.23032259709451,0.0,-32.880801125837515
t3,L3/P11926,47655,5.335394938970213,1.5119673379970777e-05,0.0,5.335410058643593
t3,L3/P11926,65302,-7.598277090323254,-38.2219872460256,0.0,-45.82026433634885
t3,L3/P11926,70512,9.81499027436669,-8.247094571700586e-06,0.0,9.81498202727212
t3,L3/P11926,88775,-0.4186098115030621,5.979143563727973e-05,0.0,-0.41855002006742126
t3,L3/P11926,145066,10.485435759000072,-2.817757311657232e-05,0.0,10.485407581426959
t3,L3/P28347,28596,8.69916765090288,-2.4741283716878115e-05,0.0,8.699142909619155
t3,L3/P28347,30720,-24.540161129307517,2.4741283711549045e-05,0.0,-24.54013638802381
t3,L3/P28347,52030,-6.941306657369587,-1.8508335812749,0.0,-8.792140238644478
t3,L3/P28347,64839,-174.23158229203503,-1054.6745965828031,0.0,-1228.906178874838
t3,L3/P28347,76968,-6.95749708205102,2.3366767951671363e-05,0.0,-6.957473715283072
t3,L3/P28347,101735,-23.542543425905468,-89.1829975682612,0.0,-112.72554099416664
t3,L3/P28347,107616,17.695521415089388,-2.199225218646461e-05,0.0,17.69549942283721
t3,L3/P28347,138257,-26.3365865672687,-3.639154185704502,0.0,-29.975740752973195
t3,L3/P28347,144852,-14.268124096756353,-0.005269893430625672,0.0,-14.273393990186989
t3,L3/P28347,145084,28.369804992628698,-4.123547281409401e-06,0.0,28.369800869081416
t3,L3/P40879,14931,-0.5759956407748632,2.9684111116971916,0.0,2.3924154709223266
t3,L3/P40879,35122,2.5896859717092546,0.013747906649223651,0.0,2.60343387835848
t3,L3/P40879,53728,-0.8466467286198167,-0.09620373268204219,0.0,-0.9428504613018589
t3,L3/P40879,81480,12.752052111115809,0.20595744174360853,0.0,12.958009552859417
t3,L3/P40879,105680,-2.5744144049420044,1.0093399122459559,0.0,-1.565074492696045
t3,L3/P40879,109901,-3.1289085063939037,1.0105467370847911,0.0,-2.1183617693091144
t3,L3/P40879,111688,-6.545663980070383,-0.928592609305019,0.0,-7.4742565893754005
t3,L3/P40879,116771,0.42654385608203604,0.08138507825439767,0.0,0.5079289343364337
t3,L3/P40879,121141,0.33728555422882067,-0.9160776432941056,0.0,-0.5787920890652813
t3,L3/P40879,145984,-9.247531744276678,-1.2248268717659183,0.0,-10.472358616042605
t3,L3/P43250,19366,-28.00735653607225,-0.3649174405607809,0.0,-28.372273976633025
t3,L3/P43250,24299,-22.11159278508258,6.243322744079947,0.0,-15.868270041002631
t3,L3/P43250,49258,-39.689179037889,3.9057800041411106,0.0,-35.783399033747884
t3,L3/P43250,49900,-5.156361538646376,6.353490182385805,0.0,1.1971286437394326
t3,L3/P43250,52327,-20.914852086671775,-3.464796861323986,0.0,-24.37964894799576
t3,L3/P43250,62496,-47.86190131755686,-2.8261143674599616,0.0,-50.688015685016794
t3,L3/P43250,63987,-33.13701566658278,-0.4996694677816613,0.0,-33.63668513436444
t3,L3/P43250,91322,-34.99826053091823,2.075018476535341,0.0,-32.9232420543829
t3,L3/P43250,100564,-41.80625907326372,2.0304016949082886,0.0,-39.775857378355425
t3,L3/P43250,123039,-54.078472545938766,1.5804237209461363,0.0,-52.49804882499262
t3,L3/P51684,32975,-29.129510495917685,1.374515761742856e-05,0.0,-29.12949675076007
t3,L3/P51684,47306,-4.726762462050623,8.10964299482464e-05,0.0,-4.726681365620678
t3,L3/P51684,76144,3.4468456846363296,-4.673353590334273e-05,0.0,3.4467989511004333
t3,L3/P51684,84621,-16.31557219251316,5.291885682368047e-05,0.0,-16.31551927365632
t3,L3/P51684,87993,-35.8302040523537,6.872578843797328e-07,0.0,-35.83020336509581
t3,L3/P51684,107869,-10.191238871184758,3.436289404845638e-05,0.0,-10.19120450829071
t3,L3/P51684,108629,-27.79602815888864,2.47412837133254e-05,0.0,-27.796003417604922
t3,L3/P51684,114389,-16.577367957193715,6.185320928153715e-05,0.0,-16.57730610398444
t3,L3/P51684,127076,-15.934032735026534,4.81080516223642e-06,0.0,-15.934027924221368
t3,L3/P51684,135852,3.87120887230126,7.010030385146138e-05,0.0,3.8712789726051113
t3,L3/P56528,16609,-1.8120007618055887,-3.298837828324963e-05,0.0,-1.812033750183872
t3,L3/P56528,20833,10.388999731811992,-4.8108051659667694e-05,0.0,10.388951623760331
t3,L3/P56528,36530,13.728707415411671,-0.25071579849412373,0.0,13.477991616917548
t3,L3/P56528,36737,-3.41085982590495,1.3745157581013245e-06,0.0,-3.410858451389192
t3,L3/P56528,39146,23.830251242091585,0.9345909960893852,0.0,24.764842238180968
t3,L3/P56528,40236,5.555213350680557,-3.7111925568211745e-05,0.0,5.555176238754989
t3,L3/P56528,61898,31.123160381005132,2.7490315233080764e-06,0.0,31.123163130036655
t3,L3/P56528,81023,7.791376961710288,1.3745157616540382e-05,0.0,7.791390706867908
t3,L3/P56528,112975,3.7915570570801513,1.649418913984846e-05,0.0,3.791573551269291
t3,L3/P56528,146465,7.838424232930443,-3.298837827969692e-05,0.0,7.838391244552163
t3,L3/Q00959,2221,5.925744314954704,3.8486441329865784e-05,0.0,5.925782801396032
t3,L3/Q00959,24323,1.3496143463006955,-1.7868704903278854e-05,0.0,1.3495964775957958
t3,L3/Q00959,43699,0.4255875481503395,-141.9317209589597,0.0,-141.50613341080933
t3,L3/Q00959,68311,4.535305134901549,-280.2162426914612,0.0,-275.6809375565597
t3,L3/Q00959,88721,17.391658243837128,-434.01158719004854,0.0,-416.61992894621136
t3,L3/Q00959,89763,-9.410406707612307,-240.12184883927972,0.0,-249.53225554689197
t3,L3/Q00959,103070,-2.042403966540064,-310.4899550934759,0.0,-312.53235906001595
t3,L3/Q00959,132547,3.8567644190513555,-204.9815836608044,0.0,-201.12481924175302
t3,L3/Q00959,132866,-15.38081831764831,-428.8111432300596,0.0,-444.19196154770793
t3,L3/Q00959,139001,12.82135313405061,-341.97629141632353,0.0,-329.15493828227295
t3,L3/Q00961,7921,-12.126464987979565,-2.1992252188240968e-05,0.0,-12.126486980231753
t3,L3/Q00961,43719,9.821109945052697,3.161386252159559e-05,0.0,9.821141558915219
t3,L3/Q00961,53381,4.249952909867473,-2.061773644257414e-06,0.0,4.24995084809383
t3,L3/Q00961,69000,5.5917888721434625,-12.863503518957637,0.0,-7.271714646814175
t3,L3/Q00961,88925,2.012382813419901,-8.138467964482789,0.0,-6.126085151062874
t3,L3/Q00961,89763,-0.03559342776988528,-47.29232191635794,0.0,-47.32791534412782
t3,L3/Q00961,93521,-3.614530786853723,-32.464346897335545,0.0,-36.078877684189266
t3,L3/Q00961,103070,-0.7307183502885017,-23.485590026889007,0.0,-24.216308377177498
t3,L3/Q00961,108874,7.09151615528565,-27.042067089523044,0.0,-19.95055093423739
t3,L3/Q00961,135025,4.146544649296576,-8.958093087741966,0.0,-4.811548438445392
t3,L3/Q15878,4124,8.03288076270001,-3.848644132808943e-05,0.0,8.032842276258677
t3,L3/Q15878,12360,12.280114182058842,-5.085708318475213e-05,0.0,12.280063324975657
t3,L3/Q15878,19284,1.6829564107820971,-2.1992252188240968e-05,0.0,1.6829344185299036
t3,L3/Q15878,45224,23.847773210628382,1.5119673379970777e-05,0.0,23.84778833030176
t3,L3/Q15878,57801,3.1142805633436055,-1.3745157616540382e-05,0.0,3.114266818185982
t3,L3/Q15878,67332,10.5984357373735,-4.3984504378258293e-05,0.0,10.598391752869134
t3,L3/Q15878,76146,17.95178922805212,4.5359020138135975e-05,0.0,17.951834587072263
t3,L3/Q15878,84015,41.31453534602906,-3.986095709151982e-05,0.0,41.31449548507197
t3,L3/Q15878,107192,9.58704676441339,1.3745157616540382e-05,0.0,9.587060509571012
t3,L3/Q15878,123336,-3.7814839183200206,2.7490315236633478e-05,0.0,-3.7814564280047875
t3,L3/Q16665,22959,2.9587139043402075,3.109774559732191,0.0,6.068488464072402
t3,L3/Q16665,27688,12.339929332622987,-1.1231690605411764,0.0,11.2167602720818
