mol_id,source_index,label,paff,formal_charge,smina_affinity_kcal_mol,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_eV,aimnet_interaction_kcal_mol,aimnet_score,aimnet_rank,smina_rank
99922,158,0,,0,-7.28805,-259743.04959594808,-194591.70551983043,-65150.00730057946,-1.3367755381841562,-30.82677623709719,30.82677623709719,157.0,201.0
91340,214,0,,0,-9.43454,-226632.2311163295,-194591.70551983043,-32039.19032610812,-1.3352703909185948,-30.792066716587588,30.792066716587588,158.0,8.0
137428,38,1,8.0,0,-8.80907,-240846.5755378905,-194591.70551983043,-46253.54500356274,-1.3250144972917042,-30.55556019105893,30.55556019105893,159.0,37.0
108300,223,0,,0,-7.98919,-231477.02649616852,-194591.70551983043,-36883.996017855854,-1.3249584822624456,-30.554268453797484,30.554268453797484,160.0,138.0
4844,10,1,8.0,0,-9.10728,-232582.2387967017,-194591.70551983043,-37989.209645670606,-1.3236312007065862,-30.52366061399389,30.52366061399389,161.0,17.0
131296,134,0,,0,-7.82039,-237853.13868450603,-194591.70551983043,-43260.11530655063,-1.3178581249740091,-30.39053032493301,30.39053032493301,162.0,153.0
46322,219,0,,0,-8.29463,-241878.62317777483,-194591.70551983043,-47285.60470581051,-1.312952133892395,-30.27739548293886,30.27739548293886,163.0,93.0
127179,83,0,,0,-7.72732,-226300.49249818307,-194591.70551983043,-31707.49075464506,-1.2962237075807934,-29.891628807849184,29.891628807849184,164.0,161.0
104488,47,1,8.0,0,-8.50031,-230520.1497779372,-194591.70551983043,-35927.14928791595,-1.294970190807362,-29.862722024338986,29.862722024338986,165.0,69.0
37851,11,1,8.0,0,-8.48264,-232582.34150543477,-194591.70551983043,-37989.34483337432,-1.2911522299982607,-29.77467775648528,29.77467775648528,166.0,74.0
29176,5,1,8.0,0,-8.1104,-233615.68884518385,-194591.70549166933,-39022.6970287622,-1.286324752312794,-29.66335347641832,29.66335347641832,167.0,121.0
91263,154,0,,0,-7.76344,-236531.65965599264,-194591.70551983043,-41938.68090008707,-1.273236075139721,-29.36152141042914,29.36152141042914,168.0,156.0
